,acronym,0,abrev,tag,casa_fullform,faa_fullform,iata_fullform
34728,dme/ict,1.0,0,neg_nonalpha_abrev,,,
34729,'tallyho',1.0,0,neg_nonalpha_abrev,,,
34732,'hoagie',1.0,0,neg_nonalpha_abrev,,,
34734,region',1.0,0,neg_nonalpha_abrev,,,
34738,rap),1.0,0,neg_nonalpha_abrev,,,
34739,krant),1.0,0,neg_nonalpha_abrev,,,
34740,changes/briefings,1.0,0,neg_nonalpha_abrev,,,
34741,circumventing/avoiding,1.0,0,neg_nonalpha_abrev,,,
34742,'particular,1.0,0,neg_nonalpha_abrev,,,
34743,clrnc/hdof,1.0,0,neg_nonalpha_abrev,,,
34745,radial/bearing,1.0,0,neg_nonalpha_abrev,,,
34746,'heavily,1.0,0,neg_nonalpha_abrev,,,
34747,alt/on,1.0,0,neg_nonalpha_abrev,,,
34748,alt/capture,1.0,0,neg_nonalpha_abrev,,,
34749,alt/sel,1.0,0,neg_nonalpha_abrev,,,
34750,lessons/behavior,1.0,0,neg_nonalpha_abrev,,,
34754,rattled',1.0,0,neg_nonalpha_abrev,,,
34760,pct/dca,1.0,0,neg_nonalpha_abrev,,,
34761,w45),1.0,0,neg_nonalpha_abrev,,,
34762,involved',1.0,0,neg_nonalpha_abrev,,,
34763,modes:,1.0,0,neg_nonalpha_abrev,,,
34764,latched),1.0,0,neg_nonalpha_abrev,,,
34767,insignia',1.0,0,neg_nonalpha_abrev,,,
34768,doccs',1.0,0,neg_nonalpha_abrev,,,
34771,'plus',1.0,0,neg_nonalpha_abrev,,,
34772,s:,1.0,0,neg_nonalpha_abrev,,,
34773,nature?,1.0,0,neg_nonalpha_abrev,,,
34774,drag),1.0,0,neg_nonalpha_abrev,,,
34775,side:,1.0,0,neg_nonalpha_abrev,,,
34776,'hail,1.0,0,neg_nonalpha_abrev,,,
34778,oily/smoky,1.0,0,neg_nonalpha_abrev,,,
34783,'settlement',1.0,0,neg_nonalpha_abrev,,,
34784,'c1',1.0,0,neg_nonalpha_abrev,,,
34788,dirt/contamination,1.0,0,neg_nonalpha_abrev,,,
34792,'sensationalism',1.0,0,neg_nonalpha_abrev,,,
34794,memorandum],1.0,0,neg_nonalpha_abrev,,,
34795,w49),1.0,0,neg_nonalpha_abrev,,,
34798,altimeter/barometric,1.0,0,neg_nonalpha_abrev,,,
34802,post/preflt,1.0,0,neg_nonalpha_abrev,,,
34803,need?,1.0,0,neg_nonalpha_abrev,,,
34804,'voluntarily',1.0,0,neg_nonalpha_abrev,,,
34805,'involuntary',1.0,0,neg_nonalpha_abrev,,,
34808,'seek,1.0,0,neg_nonalpha_abrev,,,
34810,'370,1.0,0,neg_nonalpha_abrev,,,
34813,blame',1.0,0,neg_nonalpha_abrev,,,
34817,'leesburg,1.0,0,neg_nonalpha_abrev,,,
34818,'leesburg',1.0,0,neg_nonalpha_abrev,,,
34822,needle/dme,1.0,0,neg_nonalpha_abrev,,,
34827,maneuver/clb,1.0,0,neg_nonalpha_abrev,,,
34828,permit',1.0,0,neg_nonalpha_abrev,,,
34829,she/he,1.0,0,neg_nonalpha_abrev,,,
34831,whew),1.0,0,neg_nonalpha_abrev,,,
34832,dca',1.0,0,neg_nonalpha_abrev,,,
34835,'directed',1.0,0,neg_nonalpha_abrev,,,
34837,'chopper',1.0,0,neg_nonalpha_abrev,,,
34838,conversion),1.0,0,neg_nonalpha_abrev,,,
34840,procedure/checklist,1.0,0,neg_nonalpha_abrev,,,
34841,disagreeing',1.0,0,neg_nonalpha_abrev,,,
34842,wk?,1.0,0,neg_nonalpha_abrev,,,
34843,proc/clrnc,1.0,0,neg_nonalpha_abrev,,,
34845,hdof:,1.0,0,neg_nonalpha_abrev,,,
34853,sure:,1.0,0,neg_nonalpha_abrev,,,
34855,3240',1.0,0,neg_nonalpha_abrev,,,
34856,club),1.0,0,neg_nonalpha_abrev,,,
34861,'interpretation,1.0,0,neg_nonalpha_abrev,,,
34866,typing/phone,1.0,0,neg_nonalpha_abrev,,,
34871,apch/dsnt,1.0,0,neg_nonalpha_abrev,,,
34872,tracked/vfr,1.0,0,neg_nonalpha_abrev,,,
34875,'tragedy',1.0,0,neg_nonalpha_abrev,,,
34876,ctling/coordinating,1.0,0,neg_nonalpha_abrev,,,
34877,indication/annunciator,1.0,0,neg_nonalpha_abrev,,,
34878,dirt/mud,1.0,0,neg_nonalpha_abrev,,,
34879,culvert/bridge,1.0,0,neg_nonalpha_abrev,,,
34880,reflectors),1.0,0,neg_nonalpha_abrev,,,
34882,testing/data,1.0,0,neg_nonalpha_abrev,,,
34884,'argue',1.0,0,neg_nonalpha_abrev,,,
34885,ict/hut,1.0,0,neg_nonalpha_abrev,,,
34887,'jeez,1.0,0,neg_nonalpha_abrev,,,
34890,'mixed',1.0,0,neg_nonalpha_abrev,,,
34892,ojc),1.0,0,neg_nonalpha_abrev,,,
34894,faa/dod,1.0,0,neg_nonalpha_abrev,,,
34902,tfrs?,1.0,0,neg_nonalpha_abrev,,,
34904,'loran,1.0,0,neg_nonalpha_abrev,,,
34906,'coordinating',1.0,0,neg_nonalpha_abrev,,,
34911,parameters),1.0,0,neg_nonalpha_abrev,,,
34919,main/normal,1.0,0,neg_nonalpha_abrev,,,
34920,mi/dme,1.0,0,neg_nonalpha_abrev,,,
34921,c552),1.0,0,neg_nonalpha_abrev,,,
34923,security/defense,1.0,0,neg_nonalpha_abrev,,,
34925,'bc',1.0,0,neg_nonalpha_abrev,,,
34926,manufacture),1.0,0,neg_nonalpha_abrev,,,
34927,048),1.0,0,neg_nonalpha_abrev,,,
34933,starts/ends,1.0,0,neg_nonalpha_abrev,,,
34936,broken/i,1.0,0,neg_nonalpha_abrev,,,
34938,note?,1.0,0,neg_nonalpha_abrev,,,
34939,recovering),1.0,0,neg_nonalpha_abrev,,,
34941,paxs),1.0,0,neg_nonalpha_abrev,,,
34943,benton),1.0,0,neg_nonalpha_abrev,,,
34944,forward/rich,1.0,0,neg_nonalpha_abrev,,,
34945,leaning),1.0,0,neg_nonalpha_abrev,,,
34947,instructions/questions,1.0,0,neg_nonalpha_abrev,,,
34949,stopped/shallowed,1.0,0,neg_nonalpha_abrev,,,
34951,planform),1.0,0,neg_nonalpha_abrev,,,
34954,'ttl',1.0,0,neg_nonalpha_abrev,,,
34956,tapes:,1.0,0,neg_nonalpha_abrev,,,
34957,vibration',1.0,0,neg_nonalpha_abrev,,,
34958,'rumbling,1.0,0,neg_nonalpha_abrev,,,
34962,'flching',1.0,0,neg_nonalpha_abrev,,,
34965,unstable',1.0,0,neg_nonalpha_abrev,,,
34966,cj2),1.0,0,neg_nonalpha_abrev,,,
34968,lockheed),1.0,0,neg_nonalpha_abrev,,,
34969,jubara),1.0,0,neg_nonalpha_abrev,,,
34971,bec),1.0,0,neg_nonalpha_abrev,,,
34972,spotted),1.0,0,neg_nonalpha_abrev,,,
34974,wichita),1.0,0,neg_nonalpha_abrev,,,
34981,droop/leading,1.0,0,neg_nonalpha_abrev,,,
34984,'practicing,1.0,0,neg_nonalpha_abrev,,,
34985,'recovery,1.0,0,neg_nonalpha_abrev,,,
34988,hop),1.0,0,neg_nonalpha_abrev,,,
34990,'fir',1.0,0,neg_nonalpha_abrev,,,
34992,warnings/indications,1.0,0,neg_nonalpha_abrev,,,
34993,radome),1.0,0,neg_nonalpha_abrev,,,
34994,limitations:,1.0,0,neg_nonalpha_abrev,,,
34997,low/far,1.0,0,neg_nonalpha_abrev,,,
34998,sped],1.0,0,neg_nonalpha_abrev,,,
34999,'richmond,1.0,0,neg_nonalpha_abrev,,,
35002,spills),1.0,0,neg_nonalpha_abrev,,,
35004,cold?,1.0,0,neg_nonalpha_abrev,,,
35008,bumpy),1.0,0,neg_nonalpha_abrev,,,
35009,resulted:,1.0,0,neg_nonalpha_abrev,,,
35017,area/aft,1.0,0,neg_nonalpha_abrev,,,
35023,r195014),1.0,0,neg_nonalpha_abrev,,,
35028,hvy/nose,1.0,0,neg_nonalpha_abrev,,,
35030,data/gross,1.0,0,neg_nonalpha_abrev,,,
35032,mapper),1.0,0,neg_nonalpha_abrev,,,
35033,'deadheading',1.0,0,neg_nonalpha_abrev,,,
35034,dead?,1.0,0,neg_nonalpha_abrev,,,
35035,minds',1.0,0,neg_nonalpha_abrev,,,
35037,'crossfilled',1.0,0,neg_nonalpha_abrev,,,
35040,'playback',1.0,0,neg_nonalpha_abrev,,,
35041,resources),1.0,0,neg_nonalpha_abrev,,,
35049,r53),1.0,0,neg_nonalpha_abrev,,,
35050,eil),1.0,0,neg_nonalpha_abrev,,,
35051,r2211),1.0,0,neg_nonalpha_abrev,,,
35057,casino),1.0,0,neg_nonalpha_abrev,,,
35058,marina),1.0,0,neg_nonalpha_abrev,,,
35059,control/center,1.0,0,neg_nonalpha_abrev,,,
35061,kape/palm,1.0,0,neg_nonalpha_abrev,,,
35063,'approval,1.0,0,neg_nonalpha_abrev,,,
35064,parking',1.0,0,neg_nonalpha_abrev,,,
35065,'natural,1.0,0,neg_nonalpha_abrev,,,
35066,walker/supervisor,1.0,0,neg_nonalpha_abrev,,,
35067,ils18r),1.0,0,neg_nonalpha_abrev,,,
35068,apolo),1.0,0,neg_nonalpha_abrev,,,
35072,piston/holding,1.0,0,neg_nonalpha_abrev,,,
35074,prof],1.0,0,neg_nonalpha_abrev,,,
35080,yardley',1.0,0,neg_nonalpha_abrev,,,
35083,'buck',1.0,0,neg_nonalpha_abrev,,,
35086,display/visual,1.0,0,neg_nonalpha_abrev,,,
35087,iewr/ieza,1.0,0,neg_nonalpha_abrev,,,
35088,04r',1.0,0,neg_nonalpha_abrev,,,
35089,04l),1.0,0,neg_nonalpha_abrev,,,
35090,arm/arg,1.0,0,neg_nonalpha_abrev,,,
35091,barin/stoop,1.0,0,neg_nonalpha_abrev,,,
35092,'doppler,1.0,0,neg_nonalpha_abrev,,,
35093,lamma),1.0,0,neg_nonalpha_abrev,,,
35098,transport),1.0,0,neg_nonalpha_abrev,,,
35099,solutions),1.0,0,neg_nonalpha_abrev,,,
35100,wr/rcic,1.0,0,neg_nonalpha_abrev,,,
35101,radar/cic,1.0,0,neg_nonalpha_abrev,,,
35102,odd),1.0,0,neg_nonalpha_abrev,,,
35103,knowledge/understanding,1.0,0,neg_nonalpha_abrev,,,
35104,persons/agencies,1.0,0,neg_nonalpha_abrev,,,
35108,'panic',1.0,0,neg_nonalpha_abrev,,,
35112,btt),1.0,0,neg_nonalpha_abrev,,,
35114,rfc),1.0,0,neg_nonalpha_abrev,,,
35115,'chase,1.0,0,neg_nonalpha_abrev,,,
35117,environment/runway,1.0,0,neg_nonalpha_abrev,,,
35118,aircraft/systems,1.0,0,neg_nonalpha_abrev,,,
35119,easily),1.0,0,neg_nonalpha_abrev,,,
35121,speed/down,1.0,0,neg_nonalpha_abrev,,,
35126,'fairbanks,1.0,0,neg_nonalpha_abrev,,,
35135,technique/atc,1.0,0,neg_nonalpha_abrev,,,
35140,roads),1.0,0,neg_nonalpha_abrev,,,
35142,navigator),1.0,0,neg_nonalpha_abrev,,,
35146,'entry,1.0,0,neg_nonalpha_abrev,,,
35148,predialed),1.0,0,neg_nonalpha_abrev,,,
35149,365',1.0,0,neg_nonalpha_abrev,,,
35150,134',1.0,0,neg_nonalpha_abrev,,,
35152,inop/receive,1.0,0,neg_nonalpha_abrev,,,
35153,phl/new,1.0,0,neg_nonalpha_abrev,,,
35154,tb/ic,1.0,0,neg_nonalpha_abrev,,,
35157,dpnt3),1.0,0,neg_nonalpha_abrev,,,
35158,61c),1.0,0,neg_nonalpha_abrev,,,
35159,'outstation,1.0,0,neg_nonalpha_abrev,,,
35161,repairs/replacement,1.0,0,neg_nonalpha_abrev,,,
35163,'pbd',1.0,0,neg_nonalpha_abrev,,,
35165,limited:,1.0,0,neg_nonalpha_abrev,,,
35167,[do,1.0,0,neg_nonalpha_abrev,,,
35170,eug/zse,1.0,0,neg_nonalpha_abrev,,,
35171,otp),1.0,0,neg_nonalpha_abrev,,,
35172,[heavy,1.0,0,neg_nonalpha_abrev,,,
35176,july/august,1.0,0,neg_nonalpha_abrev,,,
35189,sequencing/spds,1.0,0,neg_nonalpha_abrev,,,
35191,exceptions),1.0,0,neg_nonalpha_abrev,,,
35194,conus),1.0,0,neg_nonalpha_abrev,,,
35195,hdg/vor,1.0,0,neg_nonalpha_abrev,,,
35196,naked:,1.0,0,neg_nonalpha_abrev,,,
35197,updated/changed,1.0,0,neg_nonalpha_abrev,,,
35198,sle/ksle,1.0,0,neg_nonalpha_abrev,,,
35199,case/emer,1.0,0,neg_nonalpha_abrev,,,
35200,'meeting,1.0,0,neg_nonalpha_abrev,,,
35201,pltdev',1.0,0,neg_nonalpha_abrev,,,
35202,replied/told,1.0,0,neg_nonalpha_abrev,,,
35204,character',1.0,0,neg_nonalpha_abrev,,,
35207,eugene),1.0,0,neg_nonalpha_abrev,,,
35210,recurrent/proficiency,1.0,0,neg_nonalpha_abrev,,,
35214,tp',1.0,0,neg_nonalpha_abrev,,,
35217,mist/moisture,1.0,0,neg_nonalpha_abrev,,,
35219,'walkaround',1.0,0,neg_nonalpha_abrev,,,
35224,thrust/toga,1.0,0,neg_nonalpha_abrev,,,
35225,n12),1.0,0,neg_nonalpha_abrev,,,
35231,facs/arpts,1.0,0,neg_nonalpha_abrev,,,
35232,'procs,1.0,0,neg_nonalpha_abrev,,,
35235,tx/rx,1.0,0,neg_nonalpha_abrev,,,
35240,btwn',1.0,0,neg_nonalpha_abrev,,,
35241,mky),1.0,0,neg_nonalpha_abrev,,,
35242,'table',1.0,0,neg_nonalpha_abrev,,,
35244,'whiz,1.0,0,neg_nonalpha_abrev,,,
35245,nat',1.0,0,neg_nonalpha_abrev,,,
35246,'failures,1.0,0,neg_nonalpha_abrev,,,
35247,hotel',1.0,0,neg_nonalpha_abrev,,,
35249,joshua),1.0,0,neg_nonalpha_abrev,,,
35250,'stealthy',1.0,0,neg_nonalpha_abrev,,,
35252,materials?,1.0,0,neg_nonalpha_abrev,,,
35255,clb/acceleration,1.0,0,neg_nonalpha_abrev,,,
35256,'daggett,1.0,0,neg_nonalpha_abrev,,,
35257,r2524),1.0,0,neg_nonalpha_abrev,,,
35260,hdg/track,1.0,0,neg_nonalpha_abrev,,,
35261,'hampered,1.0,0,neg_nonalpha_abrev,,,
35263,upgrades/changes,1.0,0,neg_nonalpha_abrev,,,
35264,augment),1.0,0,neg_nonalpha_abrev,,,
35274,'observer,1.0,0,neg_nonalpha_abrev,,,
35276,fms/irs,1.0,0,neg_nonalpha_abrev,,,
35279,hampton),1.0,0,neg_nonalpha_abrev,,,
35281,'jumper,1.0,0,neg_nonalpha_abrev,,,
35282,r2508),1.0,0,neg_nonalpha_abrev,,,
35283,acft/atc,1.0,0,neg_nonalpha_abrev,,,
35285,rosun/desired,1.0,0,neg_nonalpha_abrev,,,
35287,daley/rosun,1.0,0,neg_nonalpha_abrev,,,
35288,hectopascals),1.0,0,neg_nonalpha_abrev,,,
35290,george),1.0,0,neg_nonalpha_abrev,,,
35294,'1800,1.0,0,neg_nonalpha_abrev,,,
35298,tracking),1.0,0,neg_nonalpha_abrev,,,
35299,advised/reminded,1.0,0,neg_nonalpha_abrev,,,
35300,'chester,1.0,0,neg_nonalpha_abrev,,,
35302,'piped',1.0,0,neg_nonalpha_abrev,,,
35303,'fl290,1.0,0,neg_nonalpha_abrev,,,
35304,give:,1.0,0,neg_nonalpha_abrev,,,
35308,did/does,1.0,0,neg_nonalpha_abrev,,,
35314,nav/hdg,1.0,0,neg_nonalpha_abrev,,,
35317,'deemer,1.0,0,neg_nonalpha_abrev,,,
35319,passing/dsnding,1.0,0,neg_nonalpha_abrev,,,
35320,plt/ctr,1.0,0,neg_nonalpha_abrev,,,
35323,17n),1.0,0,neg_nonalpha_abrev,,,
35324,communications?,1.0,0,neg_nonalpha_abrev,,,
35327,'history,1.0,0,neg_nonalpha_abrev,,,
35328,best/safest,1.0,0,neg_nonalpha_abrev,,,
35329,'law,1.0,0,neg_nonalpha_abrev,,,
35330,'bunts,1.0,0,neg_nonalpha_abrev,,,
35331,spring/summer,1.0,0,neg_nonalpha_abrev,,,
35334,r44),1.0,0,neg_nonalpha_abrev,,,
35335,off/dsnd,1.0,0,neg_nonalpha_abrev,,,
35337,crp),1.0,0,neg_nonalpha_abrev,,,
35340,talking/ctling,1.0,0,neg_nonalpha_abrev,,,
35342,4],1.0,0,neg_nonalpha_abrev,,,
35344,oriented',1.0,0,neg_nonalpha_abrev,,,
35345,'domestic,1.0,0,neg_nonalpha_abrev,,,
35347,ctlr/dash,1.0,0,neg_nonalpha_abrev,,,
35348,'mismatch,1.0,0,neg_nonalpha_abrev,,,
35349,rp),1.0,0,neg_nonalpha_abrev,,,
35350,egkk),1.0,0,neg_nonalpha_abrev,,,
35354,det',1.0,0,neg_nonalpha_abrev,,,
35355,'d43,1.0,0,neg_nonalpha_abrev,,,
35357,2p),1.0,0,neg_nonalpha_abrev,,,
35359,anymore',1.0,0,neg_nonalpha_abrev,,,
35361,'ditch',1.0,0,neg_nonalpha_abrev,,,
35362,'ditch,1.0,0,neg_nonalpha_abrev,,,
35364,gatwick/london,1.0,0,neg_nonalpha_abrev,,,
35366,collision/avoidance,1.0,0,neg_nonalpha_abrev,,,
35367,tracons',1.0,0,neg_nonalpha_abrev,,,
35371,days/weeks,1.0,0,neg_nonalpha_abrev,,,
35372,'delete',1.0,0,neg_nonalpha_abrev,,,
35373,'ellppp',1.0,0,neg_nonalpha_abrev,,,
35374,'elp',1.0,0,neg_nonalpha_abrev,,,
35376,elp],1.0,0,neg_nonalpha_abrev,,,
35377,[bif,1.0,0,neg_nonalpha_abrev,,,
35381,snn),1.0,0,neg_nonalpha_abrev,,,
35383,2f),1.0,0,neg_nonalpha_abrev,,,
35385,park],1.0,0,neg_nonalpha_abrev,,,
35386,afpac),1.0,0,neg_nonalpha_abrev,,,
35389,'catchup',1.0,0,neg_nonalpha_abrev,,,
35390,by/with,1.0,0,neg_nonalpha_abrev,,,
35391,catchup',1.0,0,neg_nonalpha_abrev,,,
35392,'play,1.0,0,neg_nonalpha_abrev,,,
35397,smyrna),1.0,0,neg_nonalpha_abrev,,,
35398,reoccurrence?,1.0,0,neg_nonalpha_abrev,,,
35400,published/charted,1.0,0,neg_nonalpha_abrev,,,
35402,'intermediate',1.0,0,neg_nonalpha_abrev,,,
35403,lift/buffet,1.0,0,neg_nonalpha_abrev,,,
35406,respond?,1.0,0,neg_nonalpha_abrev,,,
35407,[expletive,1.0,0,neg_nonalpha_abrev,,,
35408,'cruze,1.0,0,neg_nonalpha_abrev,,,
35410,pressure/loss,1.0,0,neg_nonalpha_abrev,,,
35416,rnav/hsi,1.0,0,neg_nonalpha_abrev,,,
35417,oc),1.0,0,neg_nonalpha_abrev,,,
35419,'oc,1.0,0,neg_nonalpha_abrev,,,
35420,'oc',1.0,0,neg_nonalpha_abrev,,,
35423,believe],1.0,0,neg_nonalpha_abrev,,,
35424,hammy),1.0,0,neg_nonalpha_abrev,,,
35425,'bucks',1.0,0,neg_nonalpha_abrev,,,
35427,wx/hvy,1.0,0,neg_nonalpha_abrev,,,
35428,upward',1.0,0,neg_nonalpha_abrev,,,
35434,scotland),1.0,0,neg_nonalpha_abrev,,,
35436,kts/vector,1.0,0,neg_nonalpha_abrev,,,
35438,level/altitude,1.0,0,neg_nonalpha_abrev,,,
35439,'1013,1.0,0,neg_nonalpha_abrev,,,
35440,'standardization',1.0,0,neg_nonalpha_abrev,,,
35442,approach/altitudes,1.0,0,neg_nonalpha_abrev,,,
35444,vectors/dscnts,1.0,0,neg_nonalpha_abrev,,,
35446,spl),1.0,0,neg_nonalpha_abrev,,,
35447,capt/chk,1.0,0,neg_nonalpha_abrev,,,
35448,'ninety,1.0,0,neg_nonalpha_abrev,,,
35449,'bergi,1.0,0,neg_nonalpha_abrev,,,
35451,bpk),1.0,0,neg_nonalpha_abrev,,,
35452,bky),1.0,0,neg_nonalpha_abrev,,,
35454,lorel),1.0,0,neg_nonalpha_abrev,,,
35455,'compton,1.0,0,neg_nonalpha_abrev,,,
35456,lfpb),1.0,0,neg_nonalpha_abrev,,,
35457,'014,1.0,0,neg_nonalpha_abrev,,,
35461,updraft/windshear,1.0,0,neg_nonalpha_abrev,,,
35464,alert/expedite,1.0,0,neg_nonalpha_abrev,,,
35465,'provisional,1.0,0,neg_nonalpha_abrev,,,
35469,footsteps?,1.0,0,neg_nonalpha_abrev,,,
35470,'junk',1.0,0,neg_nonalpha_abrev,,,
35473,shortfalls:,1.0,0,neg_nonalpha_abrev,,,
35476,pain/discomfort,1.0,0,neg_nonalpha_abrev,,,
35477,remain',1.0,0,neg_nonalpha_abrev,,,
35479,'enducing',1.0,0,neg_nonalpha_abrev,,,
35480,'creating',1.0,0,neg_nonalpha_abrev,,,
35481,'articulated',1.0,0,neg_nonalpha_abrev,,,
35483,implications:,1.0,0,neg_nonalpha_abrev,,,
35484,altitude/flight,1.0,0,neg_nonalpha_abrev,,,
35488,7800),1.0,0,neg_nonalpha_abrev,,,
35489,8700),1.0,0,neg_nonalpha_abrev,,,
35493,06000',1.0,0,neg_nonalpha_abrev,,,
35494,03400',1.0,0,neg_nonalpha_abrev,,,
35496,033),1.0,0,neg_nonalpha_abrev,,,
35498,'correction',1.0,0,neg_nonalpha_abrev,,,
35499,angle/vector,1.0,0,neg_nonalpha_abrev,,,
35501,7s5),1.0,0,neg_nonalpha_abrev,,,
35503,publications:,1.0,0,neg_nonalpha_abrev,,,
35506,third/fourth,1.0,0,neg_nonalpha_abrev,,,
35508,crystalized:,1.0,0,neg_nonalpha_abrev,,,
35509,minnville),1.0,0,neg_nonalpha_abrev,,,
35510,rate/turb,1.0,0,neg_nonalpha_abrev,,,
35512,'b737,1.0,0,neg_nonalpha_abrev,,,
35513,overlay),1.0,0,neg_nonalpha_abrev,,,
35514,gnd/gnd,1.0,0,neg_nonalpha_abrev,,,
35515,deal),1.0,0,neg_nonalpha_abrev,,,
35519,reality),1.0,0,neg_nonalpha_abrev,,,
35521,'europe,1.0,0,neg_nonalpha_abrev,,,
35530,'yah,1.0,0,neg_nonalpha_abrev,,,
35531,47j),1.0,0,neg_nonalpha_abrev,,,
35533,acquire/tag,1.0,0,neg_nonalpha_abrev,,,
35534,tab/list,1.0,0,neg_nonalpha_abrev,,,
35535,interrogator:,1.0,0,neg_nonalpha_abrev,,,
35538,thndr),1.0,0,neg_nonalpha_abrev,,,
35540,pago),1.0,0,neg_nonalpha_abrev,,,
35541,arkes?,1.0,0,neg_nonalpha_abrev,,,
35542,strut),1.0,0,neg_nonalpha_abrev,,,
35543,broke),1.0,0,neg_nonalpha_abrev,,,
35546,'1021,1.0,0,neg_nonalpha_abrev,,,
35548,fmm),1.0,0,neg_nonalpha_abrev,,,
35551,omega),1.0,0,neg_nonalpha_abrev,,,
35556,cay),1.0,0,neg_nonalpha_abrev,,,
35563,microburst),1.0,0,neg_nonalpha_abrev,,,
35564,helicopter),1.0,0,neg_nonalpha_abrev,,,
35565,hdof/flt,1.0,0,neg_nonalpha_abrev,,,
35567,sux),1.0,0,neg_nonalpha_abrev,,,
35568,kias/lndg,1.0,0,neg_nonalpha_abrev,,,
35570,'fxxx,1.0,0,neg_nonalpha_abrev,,,
35573,clues),1.0,0,neg_nonalpha_abrev,,,
35574,fsd),1.0,0,neg_nonalpha_abrev,,,
35576,erhc),1.0,0,neg_nonalpha_abrev,,,
35577,nprm),1.0,0,neg_nonalpha_abrev,,,
35579,'cheraw,1.0,0,neg_nonalpha_abrev,,,
35580,proposal',1.0,0,neg_nonalpha_abrev,,,
35582,'snorkel',1.0,0,neg_nonalpha_abrev,,,
35586,romeo),1.0,0,neg_nonalpha_abrev,,,
35587,fastened),1.0,0,neg_nonalpha_abrev,,,
35588,distr/preoccupied,1.0,0,neg_nonalpha_abrev,,,
35589,concur',1.0,0,neg_nonalpha_abrev,,,
35590,fn),1.0,0,neg_nonalpha_abrev,,,
35595,'buddies',1.0,0,neg_nonalpha_abrev,,,
35598,r4101),1.0,0,neg_nonalpha_abrev,,,
35599,ocean/apch,1.0,0,neg_nonalpha_abrev,,,
35600,'entap',1.0,0,neg_nonalpha_abrev,,,
35601,5w',1.0,0,neg_nonalpha_abrev,,,
35602,selector/warning,1.0,0,neg_nonalpha_abrev,,,
35603,'florence,1.0,0,neg_nonalpha_abrev,,,
35607,'talked,1.0,0,neg_nonalpha_abrev,,,
35612,'foul,1.0,0,neg_nonalpha_abrev,,,
35616,ashboro),1.0,0,neg_nonalpha_abrev,,,
35617,sumter),1.0,0,neg_nonalpha_abrev,,,
35618,florence),1.0,0,neg_nonalpha_abrev,,,
35620,'pencilwhipped',1.0,0,neg_nonalpha_abrev,,,
35621,skydive?,1.0,0,neg_nonalpha_abrev,,,
35624,'shorts,1.0,0,neg_nonalpha_abrev,,,
35626,relations/economic,1.0,0,neg_nonalpha_abrev,,,
35627,included?,1.0,0,neg_nonalpha_abrev,,,
35631,'kubic,1.0,0,neg_nonalpha_abrev,,,
35632,'kubic',1.0,0,neg_nonalpha_abrev,,,
35633,amphibian',1.0,0,neg_nonalpha_abrev,,,
35637,qubee],1.0,0,neg_nonalpha_abrev,,,
35639,transmitting/receiving,1.0,0,neg_nonalpha_abrev,,,
35640,intentions/ident,1.0,0,neg_nonalpha_abrev,,,
35643,stowed),1.0,0,neg_nonalpha_abrev,,,
35644,'circumventing,1.0,0,neg_nonalpha_abrev,,,
35645,assumption?,1.0,0,neg_nonalpha_abrev,,,
35646,wts),1.0,0,neg_nonalpha_abrev,,,
35647,pos/intentions,1.0,0,neg_nonalpha_abrev,,,
35650,sites],1.0,0,neg_nonalpha_abrev,,,
35652,11r),1.0,0,neg_nonalpha_abrev,,,
35653,acrobatics),1.0,0,neg_nonalpha_abrev,,,
35656,lady',1.0,0,neg_nonalpha_abrev,,,
35657,light/small,1.0,0,neg_nonalpha_abrev,,,
35660,fch),1.0,0,neg_nonalpha_abrev,,,
35661,'265,1.0,0,neg_nonalpha_abrev,,,
35664,best/easiest,1.0,0,neg_nonalpha_abrev,,,
35667,tweb),1.0,0,neg_nonalpha_abrev,,,
35672,'stack,1.0,0,neg_nonalpha_abrev,,,
35673,millville),1.0,0,neg_nonalpha_abrev,,,
35676,contour),1.0,0,neg_nonalpha_abrev,,,
35680,'assignment,1.0,0,neg_nonalpha_abrev,,,
35682,a531),1.0,0,neg_nonalpha_abrev,,,
35683,existed?,1.0,0,neg_nonalpha_abrev,,,
35684,'northerly',1.0,0,neg_nonalpha_abrev,,,
35685,w77),1.0,0,neg_nonalpha_abrev,,,
35690,'photo',1.0,0,neg_nonalpha_abrev,,,
35691,'fss',1.0,0,neg_nonalpha_abrev,,,
35695,alts/dmes,1.0,0,neg_nonalpha_abrev,,,
35696,'altta,1.0,0,neg_nonalpha_abrev,,,
35698,fat),1.0,0,neg_nonalpha_abrev,,,
35702,fire/response,1.0,0,neg_nonalpha_abrev,,,
35704,factory),1.0,0,neg_nonalpha_abrev,,,
35706,2g',1.0,0,neg_nonalpha_abrev,,,
35707,2l',1.0,0,neg_nonalpha_abrev,,,
35708,wear',1.0,0,neg_nonalpha_abrev,,,
35709,'millibars,1.0,0,neg_nonalpha_abrev,,,
35710,'hectopascals',1.0,0,neg_nonalpha_abrev,,,
35711,rpts/etc,1.0,0,neg_nonalpha_abrev,,,
35712,requirements/company,1.0,0,neg_nonalpha_abrev,,,
35713,wx/fuel,1.0,0,neg_nonalpha_abrev,,,
35715,lauderdale/hollywood,1.0,0,neg_nonalpha_abrev,,,
35719,26n),1.0,0,neg_nonalpha_abrev,,,
35722,pirep/wx,1.0,0,neg_nonalpha_abrev,,,
35723,'flint,1.0,0,neg_nonalpha_abrev,,,
