"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"20190722012389I","22-JUL-19","APPLETON","WI","OUTAGAMIE COUNTY RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","T210","L","","","GENERAL OPERATING RULES","","93810","0","0","CONT M","TSIO-520 SER","","1","COMMERCIAL PILOT","4150","2953","37",""
"20190724008902I","24-JUL-19","OSHKOSH","WI","WITTMAN RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","35","UNDESIGNATED SERIES","","","GENERAL OPERATING RULES","","771N","0","0","CONT M","E185 SERIES","","","COMMERCIAL PILOT","4500","","",""
"20190724008912I","24-JUL-19","OSHKOSH","WI","WITTMAN RGNL","INCIDENT","MINOR","LANDING: APPROACH","","","","","","GENERAL OPERATING RULES","","785X","0","0","MATTIT","TMX IO-360","","","COMMERCIAL PILOT","23344","","",""
"20190724015049I","24-JUL-19","COOLIN","ID","CAVANAUGH BAY","INCIDENT","MINOR","LANDING: ROLLOUT","","","","","","GENERAL OPERATING RULES","","695JH","0","0","","","","2","PRIVATE PILOT","1500","","",""
"20190724015069I","24-JUL-19","EDGEWOOD","NM","SANDIA AIRPARK ESTATES EAST","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","PIPER","PA24","260","","","GENERAL OPERATING RULES","","8762P","0","0","LYCOMI","TI0-540 SER","N/A","","COMMERCIAL PILOT","4050","2000","25",""
"20190725012579I","25-JUL-19","MONETA","VA","SMITH MOUNTAIN LAKE","INCIDENT","MINOR","LANDING: ROLLOUT","PIPER","PA32R","301","","","GENERAL OPERATING RULES","","9298P","0","0","LYCOMI","IO-540 SER","","","PRIVATE PILOT","1185","","",""
"20190725012599I","25-JUL-19","PUNTA GORDA","FL","PUNTA GORDA","INCIDENT","NONE","LANDING: ROLLOUT","CESSNA","550","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","466SG","0","0","P&W CA","JT15D-4","","2","AIRLINE TRANSPORT","35620","","",""
"20190725012609I","25-JUL-19","CUSHING","OK","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","CESSNA","177","B","","","GENERAL OPERATING RULES","","13819","0","0","LYCOMI","O&VO-360 SER","","1","","","","",""
"20190725013559I","25-JUL-19","MONETT","MO","MONETT MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M20E","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","3479X","0","0","LYCOMI","I0360 SER","","1","COMMERCIAL PILOT","1465","8","18",""
"20190725014999I","25-JUL-19","FAIRHOPE","AL","H L SONNY CALLAHAN","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA28","140","","","PILOT SCHOOLS","","989TM","0","0","LYCOMI","0-320 SERIES","","","STUDENT","15","15","12",""
"20190726012619I","26-JUL-19","FOND DU LAC","WI","FOND DU LAC COUNTY","INCIDENT","MINOR","TAXI","PIPER","PA28","161","","","GENERAL OPERATING RULES","","3453Q","0","0","LYCOMI","0-320 SERIES","","","PRIVATE PILOT","2551","1263","61",""
"20190726014939I","26-JUL-19","OSHKOSH","WI","WITTMAN RGNL","INCIDENT","MINOR","LANDING: APPROACH","BEECH","35","M35","","","GENERAL OPERATING RULES","","9736R","0","0","CONT M","I0-470 SERIES","","1","COMMERCIAL PILOT","833","","",""
"20190726017339I","26-JUL-19","DILLINGHAM","AK","DILLINGHAM","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA32","301","","","GENERAL OPERATING RULES","","81844","0","0","LYCOMI","IO-540 SER","L-1543","","PRIVATE PILOT","1362","217","89",""
"20190726017599I","26-JUL-19","NEW ORLEANS","LA","HOUMA TERREBONNE","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","CESSNA","421","C","","","GENERAL OPERATING RULES","","421CW","0","0","CONT M","GTSI0","520-L","2","","","","",""
"20190727008061I","27-JUL-19","GAITHERSBURG","MD","MONTGOMERY COUNTY AIRPARK","INCIDENT","MINOR","TAXI","CESSNA","172","M","","","GENERAL OPERATING RULES","","13796","0","0","LYCOMI","0-320 SERIES","","1","PRIVATE PILOT FLIGHT INSTRUCTOR","952","690","181",""
"20190727012779I","27-JUL-19","ERIE","PA","ERIE INTL/TOM RIDGE FIELD","INCIDENT","MINOR","LANDING: APPROACH","BOMBARDIER","CL600 2B19","UNDESIGNATED SERIES","AIR WISCONSIN AIRLINES LLC","","AIR CARRIER/COMMERCIAL","","428AW","0","0","GE","CF34 SERIES","","","","","","",""
"20190727013569I","27-JUL-19","PERRY","NY","PERRY-WARSAW","INCIDENT","NONE","UNKNOWN","","","","","","PARACHUTE JUMPING","","NONE","1","0","","","","","","","","",""
"20190727014929I","27-JUL-19","READING","PA","READING RGNL/CARL A SPAATZ FIELD","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","T182","T","","","GENERAL OPERATING RULES","","5148Y","0","0","LYCOMI","TIO-540-AK1A","","1","STUDENT","62","35","5",""
"20190727015909I","27-JUL-19","HAVERHILL","IA","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","AIR TRACTOR","AT402","B","MEYER, JOEL LYNN","","AGRICULTURAL","","402KN","0","0","P&W","PT6A SERIES","","","COMMERCIAL PILOT","9264","1430","139",""
"20190728012869I","28-JUL-19","MIDLAND","VA","WARRENTON-FAUQUIER","INCIDENT","MINOR","LANDING: ROLLOUT","GREAT LAKES","2T1A","2","","","GENERAL OPERATING RULES","","791BK","0","0","LYCOMI","AEIO-360 SER","","","PRIVATE PILOT","488","69","9",""
"20190729005662I","29-JUL-19","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","TAXI","BOEING","787","8","AMERICAN AIRLINES INC","","AIR CARRIER/COMMERCIAL","","819AN","0","0","GE","GENX-1B70/P2","","","","","","",""
"20190729005672I","29-JUL-19","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","TAXI","","","","","","FOREIGN AIR CARRIER","","G-CKW","0","0","","","","","AIRLINE TRANSPORT","1325","1325","226",""
"20190729012899I","29-JUL-19","MCCALL","ID","MC CALL MUNI","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","U206","UNDESIGNATED SERIES","MCCALL AVIATION INC","","AIR TAXI/COMMUTER","","206WD","0","0","CONT M","TSIO-520 SER","","1","COMMERCIAL PILOT","842","34","40",""
"20190729012909I","29-JUL-19","SAINT AUGUSTINE","FL","NORTHEAST FLORIDA RGNL","INCIDENT","NONE","LANDING: APPROACH","","","","","","GENERAL OPERATING RULES","","489MH","0","0","P&W CA","PW545C","","2","AIRLINE TRANSPORT","3087","","",""
"20190729012919I","29-JUL-19","SAINT PETERSBURG","FL","ALBERT WHITTED","INCIDENT","NONE","LANDING: TOUCHDOWN","","","","","","GENERAL OPERATING RULES","","985BA","0","0","ROTAX","SEE BOMBADIER","","1","AIRLINE TRANSPORT","44000","","",""
"20190729015532I","29-JUL-19","CAMARILLO","CA","CAMARILLO","INCIDENT","MINOR","TAXI","PIPER","PA28","161","","","GENERAL OPERATING RULES","","2069M","0","0","","","","","PRIVATE PILOT","550","40","40",""
"20190729015979I","29-JUL-19","BLUE MOUNTAIN LAKE","NY","","INCIDENT","MINOR","LANDING: APPROACH","","","","","","GENERAL OPERATING RULES","","97TF","0","0","LYCOMI","TI0-540 SER","","","PRIVATE PILOT","4052","3834","17",""
"20190729016199I","29-JUL-19","CONROE","TX","DAVID WAYNE HOOKS MEMORIAL","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","33","F33A","","","GENERAL OPERATING RULES","","1832F","0","1","","","","1","PRIVATE PILOT","4003","1972","15",""
"20190729016569I","29-JUL-19","HELENA","MT","HELENA RGNL","INCIDENT","NONE","LANDING: ROLLOUT","","","","","","GENERAL OPERATING RULES","","11004","0","0","LYCOMI","0-320 SERIES","","","PRIVATE PILOT","1800","1521","22",""
"20190730013039I","30-JUL-19","HUGO","OK","STAN STAMPER MUNI","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","MOONEY","M20F","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","6450Q","0","0","LYCOMI","I0360 SER","","1","PRIVATE PILOT","304","","",""
"20190730017609I","30-JUL-19","TULSA","OK","RICHARD LLOYD JONES JR","INCIDENT","MINOR","LANDING: ROLLOUT","STEARMAN","A75","L3","","","GENERAL OPERATING RULES","","54671","0","0","CONT M","W670 SERIES","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","20000","220","100",""
"20190731010049I","31-JUL-19","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND-RAMP","AIRBUS","A320","251N","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","332FR","0","0","CFM IN","LEAP-1A26","N/A","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","12416","9357","130",""
"20190731015899I","31-JUL-19","DALLAS","TX","DALLAS/FORT WORTH INTL","INCIDENT","SUBSTANTIAL","GROUND-RAMP","BOMBARDIER","CL600 2D24","900","MESA AIRLINES INC","","AIR CARRIER/COMMERCIAL","","947LR","0","0","GE","CF34-8C5A1","","","","","","",""
"20190801013199I","01-AUG-19","ALBUQUERQUE","NM","ALBUQUERQUE INTL SUNPORT","INCIDENT","NONE","HOVER-HOLDING","","","","","","GENERAL OPERATING RULES","","120PD","0","0","TURBOM","ARRIUS 2F","","2","","","","",""
"20190802013209I","02-AUG-19","WAPPINGERS FALLS","NY","DUTCHESS COUNTY","INCIDENT","MINOR","TAKEOFF: ROTATION","DIAMOND","DA20","C1","","","PILOT SCHOOLS","","223DC","0","1","CONT M","IO-240-B","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","535","","",""
"20190802017619I","02-AUG-19","BOLINGBROOK","IL","BOLINGBROOK'S CLOW INTL","INCIDENT","MINOR","TAXI","CESSNA","172","M","","","GENERAL OPERATING RULES","","12874","0","0","LYCOMI","0-320 SERIES","","1","PRIVATE PILOT","90","75","10",""
"20190802020739I","02-AUG-19","ERIE","PA","ERIE INTL/TOM RIDGE FIELD","INCIDENT","MINOR","TAKEOFF: DEPARTURE","PIPER","PA28","181","","","GENERAL OPERATING RULES","","9083B","0","0","LYCOMI","0-360-A1D","","","STUDENT","25","25","25",""
"20190803013259I","03-AUG-19","CHARLESTOWN","RI","","INCIDENT","MINOR","LANDING: TOUCHDOWN","AVIAT","A1","A","","","GENERAL OPERATING RULES","","221JW","0","0","LYCOMI","0-360-A1D","","","COMMERCIAL PILOT","3500","415","45",""
"20190803013269I","03-AUG-19","LANSING","IL","LANSING MUNI","INCIDENT","MINOR","LANDING: ROLLOUT","PIPER","PA22","150","","","GENERAL OPERATING RULES","","6814B","0","0","LYCOMI","0-320 SERIES","0-320","","PRIVATE PILOT","295","20","25",""
"20190803013299I","03-AUG-19","PEORIA","IL","GENERAL DOWNING - PEORIA INTL","INCIDENT","NONE","LANDING: APPROACH","","","","","","","","NONE","0","0","","","","","","","","",""
"20190805016239I","05-AUG-19","BETHANY","OK","WILEY POST","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","LUSCOMBE","8","E","","","GENERAL OPERATING RULES","","2783K","0","0","CONT M","C85 SERIES","","","PRIVATE PILOT","200","128","8",""
"20190805017641I","05-AUG-19","SAN FRANCISCO","CA","SAN FRANCISCO INTL","INCIDENT","MINOR","GROUND-RAMP","BOEING","737","924ER","UNITED AIRLINES, INC.","","AIR CARRIER/COMMERCIAL","","37437","0","0","CFM IN","CFM56-7B26/3","","","AIRLINE TRANSPORT","17823","7256","192",""
"20190806014869I","06-AUG-19","CENTENNIAL","CO","CENTENNIAL","INCIDENT","MINOR","LANDING: ROLLOUT","IAI","GALAXY","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","730GA","0","0","HONEYW","TFE731-40AR","","","AIRLINE TRANSPORT","5300","","",""
"20190806014879I","06-AUG-19","SILVERDALE","WA","","INCIDENT","MINOR","OTHER-SPECIFY","","","","","","GENERAL OPERATING RULES","","135PZ","0","1","LYCOMI","O-290-D2","","","PRIVATE PILOT","377","28","33",""
"20190806017059I","06-AUG-19","INDEPENDENCE","KS","HARMONY VALLEY","INCIDENT","MINOR","TAKEOFF: ROTATION","","","","","","GENERAL OPERATING RULES","","718LR","0","0","LYCOMI","O-234","L2C","","PRIVATE PILOT","105","1","1",""
"20190807013411I","07-AUG-19","TETERBORO","NJ","TETERBORO","INCIDENT","MINOR","GROUND-RAMP","BEECH","300","B300","GAMA AVIATION LLC","","GENERAL OPERATING RULES","","837UP","0","0","P&W CA","PT6A-60A","","2","","","","",""
"20190807013479I","07-AUG-19","NORMAN","OK","UNIVERSITY OF OKLAHOMA WESTHEIMER","INCIDENT","MINOR","TAXI","CESSNA","425","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","127BB","0","0","P&W","PT6A SER","","2","","","","",""
"20190808013492I","08-AUG-19","TETERBORO","NJ","TETERBORO","INCIDENT","MINOR","RUN-UP AREA","","","","","","GENERAL OPERATING RULES","","790DC","0","0","ROLLS-","BR 700 SERIES","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20190808013509I","08-AUG-19","OXFORD","CT","WATERBURY-OXFORD","INCIDENT","MINOR","TAXI","CESSNA","421","B","","","GENERAL OPERATING RULES","","555MY","0","0","CONT M","GTSIO-520-C","","2","PRIVATE PILOT","4500","800","15",""
"20190808013519I","08-AUG-19","GREAT FALLS","MT","GREAT FALLS INTL","INCIDENT","NONE","TAXI","CHAMPION","8KCAB","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","38WH","0","0","LYCOMI","AEIO-360 SER","","1","PRIVATE PILOT FLIGHT INSTRUCTOR","1400","","",""
"20190808013529I","08-AUG-19","ALLENDALE","SC","ALLENDALE COUNTY","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M20J","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","246AT","0","0","LYCOMI","I0360 SER A&C","","1","PRIVATE PILOT","2300","2300","20",""
"20190808013539I","08-AUG-19","SANTA FE","NM","SANTA FE MUNI","INCIDENT","MINOR","LANDING: ROLLOUT","MICCO","MAC145","B","","","GENERAL OPERATING RULES","","201MA","0","0","LYCOMI","IO-540 SER","","","COMMERCIAL PILOT","1200","450","35",""
"20190808014839I","08-AUG-19","MONROE","NC","","INCIDENT","MINOR","MANEUVER","GRUMMAN","G164","B","","","AGRICULTURAL","","629EH","0","0","P&W","R1340 SERIES","","","COMMERCIAL PILOT","3190","231","136",""
"20190808014859I","08-AUG-19","BUTTE","MT","BERT MOONEY","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M20J","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","201VR","0","0","LYCOMI","I0360 SER","","1","PRIVATE PILOT","1256","250","6",""
"20190808016429I","08-AUG-19","TALKEETNA","AK","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","","","","","","","","48314","0","0","CONT M","0-200 SERIES","","1","PRIVATE PILOT FLIGHT INSTRUCTOR","","","",""
"20190809013599I","09-AUG-19","MONTGOMERY","NY","ORANGE COUNTY","INCIDENT","MINOR","LANDING: TOUCHDOWN","DIAMOND","DA20","C1","","","GENERAL OPERATING RULES","","133DA","0","0","CONT M","IO-240-B","","","PRIVATE PILOT","77","77","17",""
"20190809016089I","09-AUG-19","DUBOIS","PA","DUBOIS RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M20R","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","9124M","0","0","CONT M","IO-550 SERIES","","1","PRIVATE PILOT","2400","1640","33",""
"20190810013649I","10-AUG-19","MARION","IA","MARION","INCIDENT","MINOR","LANDING: TOUCHDOWN","CHAMPION","7ECA","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","53842","0","2","AVCO L","0-235-C1","","1","COMMERCIAL PILOT","7824","42","167",""
"20190810013699I","10-AUG-19","ELYRIA","OH","LORAIN COUNTY RGNL","INCIDENT","MINOR","TAKEOFF: DEPARTURE","CESSNA","182","T","","","GENERAL OPERATING RULES","","354CP","0","0","LYCOMI","IO-540 SER","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","2200","550","18",""
"20190810013799I","10-AUG-19","TAOS","NM","TAOS RGNL","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","170","B","","","GENERAL OPERATING RULES","","3463C","0","0","CONT M","0-300 SER","","1","PRIVATE PILOT","600","40","20",""
"20190810016269I","10-AUG-19","WALLER","TX","SKYDIVE HOUSTON","INCIDENT","MINOR","LANDING: APPROACH","CESSNA","150","F","","","GENERAL OPERATING RULES","","6554F","0","0","CONT M","0-200 SERIES","","1","COMMERCIAL PILOT","","","",""
"20190811010249I","11-AUG-19","CENTRALIA","IL","","INCIDENT","MINOR","DESCENT","AYRES","S2R","T34","","","AGRICULTURAL","","3077B","0","0","P&W CA","PT6A-60A","N/A","","COMMERCIAL PILOT","1300","850","200",""
"20190811013919I","11-AUG-19","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND-RAMP","BOEING","737","924ER","UNITED AIRLINES, INC.","","AIR CARRIER/COMMERCIAL","","63890","0","0","CFM IN","CFM56-7B27E","","","","","","",""
"20190811013969I","11-AUG-19","MARANA","AZ","MARANA RGNL","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA28","181","","","PILOT SCHOOLS","","28614","0","0","LYCOMI","O-360-A4M","","","STUDENT","91","91","46",""
"20190812014009I","12-AUG-19","BEAVER FALLS","PA","BEAVER COUNTY","INCIDENT","MINOR","LANDING: ROLLOUT","BEECH","55","95B55","","","GENERAL OPERATING RULES","","100GM","0","0","CONT M","I0-470 SERIES","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","3448","27","127",""
"20190812014049I","12-AUG-19","WESTHAMPTON","NY","FRANCIS S GABRESKI","INCIDENT","MINOR","LANDING: ROLLOUT","PIPER","PA18","105 SPECIAL","","","GENERAL OPERATING RULES","","294T","0","0","","","","","COMMERCIAL PILOT","722","53","192",""
"20190812014109I","12-AUG-19","RENO","NV","RENO/STEAD","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","","","","","","GENERAL OPERATING RULES","","162JL","0","0","LYCOMI","IO-360-","A3B6D","","","","","",""
"20190813014129I","13-AUG-19","TUMWATER","WA","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","BELL","206","B","NORTHWEST HELICOPTERS INC","","GENERAL OPERATING RULES","","88TA","0","0","ALLISO","250 SER 317HP","C20B","1","COMMERCIAL PILOT","17000","","",""
"20190813015669I","13-AUG-19","MADISON","MS","BRUCE CAMPBELL FIELD","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","35","S35","","","GENERAL OPERATING RULES","","5768K","0","0","CONT M","IO 520 SERIES","","1","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","17600","800","5",""
"20190813015889I","13-AUG-19","MARION","IA","","INCIDENT","MINOR","MANEUVER","ENSTROM","F28","C","","","GENERAL OPERATING RULES","","35ZE","0","0","LYCOMI","HIO-360-E1BD","","","PRIVATE PILOT FLIGHT INSTRUCTOR","2510","205","300",""
"20190813016229I","13-AUG-19","BIRMINGHAM","AL","BIRMINGHAM-SHUTTLESWORTH INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","CESSNA","560","UNDESIGNATED SERIES","","","GENERAL OPERATING RULES","","5UU","0","0","P&W CA","JT15D-5D","","2","AIRLINE TRANSPORT","12000","","",""
"20190814010229I","14-AUG-19","EWING TOWNSHIP","NJ","TRENTON MERCER","INCIDENT","MINOR","TAXI","DASSAULT","FALCON50","UNDESIGNATED SERIES","TAILWIND AIR LLC","","AIR TAXI/COMMUTER","","752JC","0","0","GARRET","TFE731 SERIES","","","AIRLINE TRANSPORT","13300","5000","48",""
"20190814014139I","14-AUG-19","CAHOKIA","IL","ST LOUIS DOWNTOWN","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","","","","","","GENERAL OPERATING RULES","","345TH","0","0","WRIGHT","R-2600 SER","2600 R","","COMMERCIAL PILOT","23000","","",""
"20190814014169I","14-AUG-19","KAPOLEI","HI","","INCIDENT","MINOR","OTHER-SPECIFY","PIPER","PA28","181","","","GENERAL OPERATING RULES","","4338V","0","0","LYCOMI","O&VO-360 SER","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","19000","16000","312",""
"20190814014179I","14-AUG-19","SEDONA","AZ","SEDONA","INCIDENT","MINOR","OTHER-SPECIFY","LANCAIR","LC41","550FG","","","GENERAL OPERATING RULES","","181LD","0","0","CONT M","TSIO-550-C","","","PRIVATE PILOT","2000","49","24",""
"20190814014199I","14-AUG-19","MELBOURNE","AR","MELBOURNE MUNI - JOHN E MILLER FIELD","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","CESSNA","172","N","","","PILOT SCHOOLS","","738QF","0","0","LYCOMI","0-320 SERIES","","1","","","","",""
"20190814015489I","14-AUG-19","KIRKSVILLE","MO","KIRKSVILLE RGNL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","BEECH","33","35B33","","","GENERAL OPERATING RULES","","1768G","0","0","CONT M","I0-470 SERIES","N/A","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","48000","3200","93",""
"20190814017689I","14-AUG-19","HOUSTON","TX","WEST HOUSTON","INCIDENT","MINOR","TAKEOFF: DEPARTURE","CESSNA","421","C","","","GENERAL OPERATING RULES","","942SW","0","0","CONT M","GTSIO-520 SER","","2","PRIVATE PILOT","","","",""
"20190814018049I","14-AUG-19","STOCKTON","CA","STOCKTON METROPOLITAN","INCIDENT","MINOR","LANDING: TOUCHDOWN","ROCKWELL","690","A","","","GENERAL OPERATING RULES","","52PY","0","0","GARRET","TPE331-10T","","2","PRIVATE PILOT","5061","1750","",""
"20190815014239I","15-AUG-19","ERWIN","NC","HARNETT RGNL JETPORT","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","","","","BLUE LINE AVIATION","","PILOT SCHOOLS","","401BL","0","0","AUSTRO","E4-A","","","PRIVATE PILOT","161","34","108",""
"20190815014299I","15-AUG-19","ISLIP","NY","LONG ISLAND MAC ARTHUR","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","182","T","","","GENERAL OPERATING RULES","","782CP","0","0","LYCOMI","IO-540-AB1A5","","1","AIRLINE TRANSPORT","5023","13","8",""
"20190815016079I","15-AUG-19","MILLVILLE","NJ","MILLVILLE MUNI","INCIDENT","MINOR","TAXI","CESSNA","172","S","HARFORD AIR SERVICES","","PILOT SCHOOLS","","647SP","0","0","LYCOMI","I0360 SER","","1","","","","",""
"20190815016169I","15-AUG-19","SEBRING","FL","SEBRING RGNL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","PIPER","PA32","300","","","GENERAL OPERATING RULES","","2947E","0","0","LYCOMI","IO-540 SER","","","PRIVATE PILOT","1250","790","25",""
"20190816014309I","16-AUG-19","SANFORD","FL","ORLANDO SANFORD INTL","INCIDENT","MINOR","LANDING: APPROACH","CESSNA","172","P","","","PILOT SCHOOLS","","51996","0","0","LYCOMI","0-320 SERIES","","1","COMMERCIAL PILOT FLIGHT INSTRUCTOR","228","110","55",""
"20190816014339I","16-AUG-19","","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND-RAMP","EMBRAER","EMB145","LR","ENVOY AIR INC","","AIR CARRIER/COMMERCIAL","","674RJ","0","1","ROLLS-","AE3007 SER","","","","","","",""
"20190816014399I","16-AUG-19","PROVO","UT","PROVO MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","CZECH SPORT","SPORTCRUISER","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","613DD","0","0","ROTAX","912ULS SERIES","","1","COMMERCIAL PILOT","520","60","60",""
"20190817008139I","17-AUG-19","ORCHARD LAKE","MI","","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA18","150","","","GENERAL OPERATING RULES","","9678P","0","6","LYCOMI","0-320 SERIES","320 SE","","PRIVATE PILOT","66","1","4",""
"20190817008949I","17-AUG-19","WATKINS","CO","REPUBLIC","INCIDENT","MINOR","LANDING: ROLLOUT","CHAMPION","7ECA","NO SERIES EXISTS","","","GENERAL OPERATING RULES","","8307V","0","0","LYCOMI","0-235 SERIES","","1","PRIVATE PILOT","500","8","8",""
"20190817014099I","17-AUG-19","FORT LAUDERDALE","FL","FORT LAUDERDALE EXECUTIVE","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","172","P","","","GENERAL OPERATING RULES","","54360","0","0","LYCOMI","0-320 SERIES","","1","STUDENT","74","74","28",""
"20190817014119I","17-AUG-19","GRAND HAVEN","MI","GRAND HAVEN MEMORIAL AIRPARK","INCIDENT","NONE","LANDING: APPROACH","","","","","","PARACHUTE JUMPING","","NONE","1","0","","","","","","","","",""
"20190817015459I","17-AUG-19","THOMASTON","GA","THOMASTON-UPSON COUNTY","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","90","B90","","","PARACHUTE JUMPING","","55MG","0","0","","","","2","PRIVATE PILOT FLIGHT INSTRUCTOR","1080","100","195",""
