eventairport,Freq
TRI-STATE STEUBEN COUNTY,7
TRI-STATE/MILTON J. FERGUSON FIELD,49
TRI-TOWNSHIP,4
TRIANGLE,1
TRIANGLE AIRPARK,1
TRIANGLE NORTH EXECUTIVE,16
TRICHE FIELD,1
TRIDENT BASIN,1
TRINCA,1
TRINIDAD MUNI,1
TRINITY CENTER,2
TRIPLE TREE,2
TRIPLE W,5
TRONA MUNI,1
TROUTDALE MUNI,5
TROY,5
TROY AIRPARK,1
TROY MUNI,4
TROY SKYPARK,1
TRUCKEE MUNI,1
TRUCKEE-TAHOE,58
TRUTH OR CONSEQ MUNI,3
TRUTH OR CONSEQUENCES MUNI,7
TSA,1
TSTC WACO,4
TUCKER-GUTHRIE MEMORIAL,1
TUCSON INTL,155
TUCSON MUNI,1
TUCUMCARI MUNI,19
TULELAKE MUNI,1
TULLAHOMA RGNL ARPT/WM NORTHERN FIELD,11
TULSA INTL,179
TULSA MUNI,2
TULUKSAK,4
TUNICA,1
TUNICA MUNI,6
TUNTUKULIAK MUNI,1
TUNTUTULIAK,2
TUPELO RGNL,26
TURKEY CREEK LAKE,1
TURKEY MOUNTAIN ESTATES,1
TURLOCK AIRPARK,3
TURLOCK MUNI,2
TURNER,6
TURNER FIELD,1
TURNER RIDGEPORT,1
TURNERS FALLS,12
TURNERS FALLS MUNI,3
TUSCALOOSA RGNL,39
TUSCOLA,2
TUSCOLA AREA,1
TUSCOLA MUNI,1
TUSCON INTL,1
TVA WATTS BAR NUCLEAR PLANT,1
TWEED-NEW HAVEN,20
TWENTY NINE PAL MUNI,1
TWENTYNINE PALM MUNI,1
TWENTYNINE PALMS,19
TWIN BRIDGES,2
TWIN CITIES,1
TWIN CITY,2
TWIN COUNTY,7
TWIN FALLS MUNI,2
TWIN HILLS,1
TWIN LAKES,10
TWIN LAKES RANCH,1
TWIN MOUNTAIN,3
TWIN MOUNTAIN MUNI,2
TWIN OAKS,1
TWIN PINE,3
TWIN-OAKS,4
TWITCHELL,10
TYLER,1
TYLER COUNTY,2
TYLER MUNI,1
TYLER POUNDS RGNL,50
TYNDALL AFB,3
TYONEK,3
TYONEK MUNI,1
U OF A MARICOPA AG CENTER,1
UGASHIK MUNI,1
UK HOSPITAL,1
UKIAH MUNI,28
UKIAN MUNI,1
ULYSSES,3
ULYSSES MUNI,1
UMATILLA MUNI,7
UMIAT,1
UNALAKLEET,6
UNALASKA,9
UNICORN,3
UNION COUNTY,16
"UNION COUNTY, TROY SHELTON FIELD",5
UNION PARISH,2
UNIONVILLE MUNI,1
UNIV. OF IL-WILLARD,1
UNIVERSITY,15
UNIVERSITY AIRPARK,1
UNIVERSITY HOSPITAL/SICU,1
UNIVERSITY MEDICAL CENTER,1
UNIVERSITY OF ILLINOIS-WILLARD,94
UNIVERSITY OF NM HOSPITAL,1
UNIVERSITY OF OKLAHOMA WESTHEIMER,54
UNIVERSITY PARK,47
UNIVERSITY PARK MUNI,1
UNIVERSITY-OXFORD,8
UPOLU,1
UPPER CUMBERLAND RGNL,16
UPSHUR COUNTY RGNL,3
UPTON COUNTY,1
URBANA MUNI,2
USAF ACADEMY AFLD,1
UVALDE MUNI,1
VAGABOND AHP,1
VAL AIR,2
VALDEZ PIONEER FIELD,10
VALDOSTA MUNI,3
VALDOSTA RGNL,11
VALE MUNI,1
VALENTINE MUNI,1
VALHALLA,1
VALKARIA,14
VALLE,2
VALLEY,16
VALLEY CITY FLYING CLUB,1
VALLEY CITY MUNI,1
VALLEY INTL,34
VALLEY OF THE MOON,1
VAN AIRE,3
VAN NUYS,268
VAN NUYS INTL,5
VAN NUYS MUNI,40
VAN SLYKE FIELD,3
VAN STRIEN COMPANY,1
VAN WERT COUNTY,9
VAN ZANDT COUNTY RGNL,1
VANCE AFB,1
VANCE BRAND,33
VANCOUVER INTL,2
VANDALIA MUNI,9
VANDENBERG AFB,7
VANSANT,5
VASHON MUNI,4
VAUGHN,1
VENANGO RGNL,15
VENETIE,2
VENICE BASE HELIPORT & SPB,1
VENICE MUNI,57
VERMILION REGIONAL,34
VERNAL MUNI,2
VERNAL RGNL,18
VERO BEACH MUNI,117
VERO BEACH MUNI MUNI,1
VEROBEACH MUNI,1
VERTIFLITE,1
VETTE/BLUST,1
VICI MUNI,2
VICKSBURG MUNI,7
VICKSBURG TALLULAH RGNL,2
VICTORIA INTL,2
VICTORIA MUNI,1
VICTORIA RGNL,21
VIDALIA MUNI,1
VIDALIA RGNL,4
VIEQUES MUNI,1
VINCE'S CONDOMINIUM ASSOCIATION,1
VINCENT,1
VINELAND-DOWNSTOWN,1
VINITA MUNI,2
VINLAND VALLEY AERODROME,1
VINTON COUNTY,1
VIRGIL I GRISSOM MUNI,3
VIRGIN GORDO MUNI,1
VIRGINIA BEACH,4
VIRGINIA HIGHLANDS,16
VIRGINIA TECH/MONTGOMERY EXECUTIVE,14
VIROQUA MUNI,2
VISALIA MUNI,47
VISNAW LAKE,3
VISTA FIELD,5
VIVIAN,7
VOC TECH,1
VOLK FIELD,3
W & E AIR SERVICE,1
W H 'BUD' BARRON,6
W K KELLOGG,44
WABASH MUNI,6
WACO MUNI,1
WACO RGNL,43
WADENA MUNI,2
WADSWORTH MUNI,13
WAGNER,1
WAGNER MUNI,2
WAHOO MUNI,7
WAIMEA-KOHALA,3
WAINWRIGHT,2
WAIPACA MUNI,1
WAKEENEY MUNI,1
WAKEFIELD MUNI,7
WAKEMAN,1
WAKULLA COUNTY,3
WALDRONAIRE,1
WALES,3
WALKER COUNTY-BEVILL FIELD,8
WALKER MUNI,2
WALKER/ROWE WATERLOO,1
WALL FLYING SERVICE,1
WALL LAKE MUNI,1
WALL MUNI,6
WALLA WALLA MUNI,2
WALLA WALLA RGNL,28
WALLOM FIELD,1
WALLOPS FLIGHT FACILITY,1
WALLS,1
WALNUT RIDGE MUNI,1
WALNUT RIDGE RGNL,19
WALSH,1
WALTER J. KOLADZA,13
WALTERS MUNI,1
WALTON,1
WAMEGO MUNI,5
WARD,1
WARE,1
WARE ISLAND,2
WAREHAM MUNI,1
WARNER LAMBERT PARKING LOT,1
WARNER ROBINS AIR PARK,2
WARNER SPRINGS,12
WARNER SPRINGS MUNI,1
WARREN,6
WARREN /USFS/,1
WARREN COUNTY MEMORIAL,2
WARREN FIELD,3
WARREN MUNI,8
WARREN-SUGARBUSH,6
WARRENTON AIR PARK,1
WARRENTON MUNI,1
WARRENTON-FAUQUIER,22
WARRINGTON FIELD,4
WARROAD INTL MEMORIAL,1
WARSAW MUNI,12
WARWICK MUNI,13
WASCO STATE,1
WASECA MUNI,3
WASHINGTON COUNTY,40
WASHINGTON COUNTY MEMORIAL,2
WASHINGTON DULLES INTL,303
WASHINGTON EXECUTIVE/HYDE FIELD,23
WASHINGTON INTL,2
WASHINGTON ISLAND,3
WASHINGTON MUNI,5
WASHINGTON RGNL,2
WASHINGTON-WILKES COUNTY,1
WASILLA,10
WASILLA LAKE,2
WASILLA MUNI,1
WASKISH MUNI,1
WATERBURY,5
WATERBURY-OXFORD,43
WATERFALL,1
WATERLOO RGNL,75
WATERTOWN INTL,18
WATERTOWN MUNI,18
WATERTOWN RGNL,16
WATERVILLE,1
WATERVILLE ROBERT LAFLEUR,10
WATERVLIET MUNI,3
WATFORD CITY MUNI,1
WATKINS MUNI,1
WATONGA RGNL,1
WATSONVILLE MUNI,39
WATTS FIELD,2
WATTS-WOODLAND,11
WAUCHULA MUNI,7
WAUKEGAN MUNI,4
WAUKEGAN RGNL,34
WAUKESHA COUNTY,34
WAUKON MUNI,3
WAUNAKEE,1
WAUPACA MUNI,7
WAUPUN,1
WAUSAU DOWNTOWN,14
WAUTOMA MUNI,2
WAVERLY MUNI,1
WAWASEE,4
WAYCROSS-WARE CO.,1
WAYCROSS-WARE COUNTY,5
WAYNE COUNTY,19
WAYNE EXECUTIVE JETPORT,11
WAYNE MUNI/ STAN MORRIS FLD,2
WAYNESVILLE-ST. ROBERT RGNL FORNEY FLD,4
WAYNOKA MUNI,2
WEATHERFORD MUNI,1
WEBSTER,1
WEBSTER CITY MUNI,4
WECKER FARMS,2
WEED,1
WEEDON FIELD,9
WEEKS,1
WEIDE AHP (ABERDEEN PROVING GROUND),4
WEIKER,1
WEISER AIR PARK,18
WEISER MUNI,3
WEISS,10
WELCOME FIELD,2
WELKE,4
WELLINGTON AERO CLUB,6
WELLINGTON MUNI,5
WELLS,3
WELLS MUNI,1
WELLS MUNI/HARRIET FIELD,3
WELLSBORO JOHNSTON,4
WELLSVILLE MUNI,3
"WELLSVILLE MUNI ARPT,TARANTINE FLD",8
WELTZIEN SKYPARK,11
WENDELL H FORD,4
WENDOVER,15
WENDOVER MUNI,1
WERNER,2
WES LUPIEN,5
WESECA MUNI,1
WESSON-DAVIS FIELD,1
WEST,8
WEST 30TH ST.,10
WEST BEND MUNI,13
WEST BLOOMFIELD MUNI,1
WEST BRANCH COMMUNITY,6
WEST FELICIANA PARISH HOSPITAL,1
WEST GEORGIA RGNL - O V GRAY FIELD,16
WEST HOUSTON,18
WEST KENTUCKY AIRPARK,2
WEST LIBERTY,1
WEST MEMPHIS MUNI,20
WEST MICHIGAN RGNL,12
WEST MIDDLESEX,1
WEST PALM BEACH INTL,20
WEST PALM BEACH MUNI,1
WEST PALM EACH MUNI,1
WEST PENN HOSPITAL,1
WEST PLAINS MUNI,1
WEST PLAINS RGNL,2
WEST PVT,1
WEST SIDE HOSPITAL,14
WEST WOODWARD,12
WESTBEND MUNI,1
WESTBROOK MUNI,1
WESTCHESTER COUNTY,129
WESTERLO,1
WESTERLY STATE,32
WESTERN CAROLINA RGNL,7
WESTERN NEBRASKA RGNL/WILLIAM B. HEILIG FI,33
WESTFIELD,2
WESTFIELD MUNI,2
WESTFIELD-BARNES RGNL,10
WESTHAMPTON BEACH,1
WESTHEIMER AIR PARK,1
WESTMINSTER MUNI,2
WESTOSHA,2
WESTOVER ARB/METROPOLITAN,8
WESTOVER FIELD AMADOR COUNTY,10
WESTPORT,7
WETUMPKA MUNI,6
WEXFORD COUNTY,11
WHALEN,10
WHARTON RGNL,6
WHEATLAND,2
WHEATLAND MUNI,1
WHEATON MUNI,2
WHEELER,3
WHEELER AAF,7
WHEELER-SACK AAF,1
WHEELING OHIO CO,40
WHETSTONE,1
WHIDBEY AIR PARK,12
WHIDBEY ISLAND NAS /AULT FIELD/,2
WHISKEY CREEK,3
WHITE,2
WHITE BIRCH FIELD,3
WHITE CLOUD,3
WHITE COUNTY,5
WHITE FARMS,1
WHITE MOUNTAIN,2
WHITE MOUNTAIN MUNI,1
WHITE POST,1
WHITE SULPHUR S MUNI,1
WHITE SULPHUR SPRINGS,2
WHITEFISH,1
WHITEMAN,57
WHITEMAN AFB,9
WHITEPLAINS,3
WHITERIVER MUNI,1
WHITESBURG MUNI,1
WHITESIDE CO ARPT-JOS H BITTORF FLD,7
WHITFORDS,6
WHITTIER MUNI,1
WICHITA FALLS MUNI,2
WICHITA MID-CONTINENT,308
WICHITA VALLEY,7
WICKENBURG MUNI,15
WIDE SKY AIRPARK,1
WIDMARK,2
WILBARGER COUNTY,6
WILBUR,2
WILBUR MUNI,1
WILBURTON MUNI,2
WILCOX,1
WILEY POST,124
WILEY POST-WILL ROGERS MEMORIAL,12
WILGROVE AIR PARK,9
WILKES BARRE INTL,1
WILKES COUNTY,5
WILKES-BARRE WYOMING VALLEY,12
WILKES-BARRE/SCRANTON INTL,31
WILL ROGERS WILEY POST MEMORIAL,6
WILL ROGERS WORLD,149
WILLARD,4
WILLIAM H. MORSE STATE,5
WILLIAM L. WHITEHURST FIELD,8
WILLIAM M TUCK,2
WILLIAM P GWINN,2
WILLIAM P HOBBY,253
WILLIAM R FAIRCHILD INTL,14
WILLIAM R. POGUE MUNI,8
WILLIAM ROBERT JOHNSTON MUNI,1
WILLIAM T. PIPER MEMORIAL,7
WILLIAMS,4
WILLIAMS COUNTY,4
WILLIAMSBURG MUNI,2
WILLIAMSBURG RGNL,4
WILLIAMSBURG-JAMESTOWN,19
WILLIAMSON,1
WILLIAMSON COUNTY RGNL,27
WILLIAMSON-SODUS,11
WILLIAMSPORT AIRPARK,1
WILLIAMSPORT MUNI,3
WILLIAMSPORT RGNL,39
WILLIE RUN,1
WILLISTON MUNI,15
WILLITS MUNI,2
WILLMAR MUNI,5
WILLMAR MUNI-JOHN L RICE FIELD,10
WILLOUGHBY LOST NATION MUNI,23
WILLOW,6
WILLOW GROVE NAS JRB,5
WILLOW POINT,1
WILLOW POND AVIATION INC,1
WILLOW RUN,147
WILLOW SPB,1
WILLOWGROVE MUNI,1
WILLOWS,1
WILLOWS-GLENN COUNTY,2
WILMINGTON AIR PARK,16
WILMINGTON INTL,56
WILMINGTON MUNI,2
WILROADS GARDENS,1
WILSON,3
WILSON INDUSTRIAL AIR CENTER,2
WILSON MUNI,2
WILSON'S,2
WIMAUMA AIR PARK,4
WINCHESTER MUNI,11
WINCHESTER RGNL,25
WINDER MUNI,1
WINDHAM,18
WINDOW ROCK,2
WINDSOCK,3
WINDSOCK VILLAGE,1
WINDSOR,6
WINDSOR LOCKS INTL,4
WINDY PLAINS,2
WINFIELD,2
WINFIELD AIRPARK,2
WINGS FIELD,29
WINGS FOR CHRIST INTL FLIGHT ACADEMY,2
WINK MUNI,1
WINKLER COUNTY,2
WINNEMUCCA MUNI,17
WINNER RGNL,1
WINNFIELD MUNI,1
WINNSBORO MUNI,7
WINONA MUNI,1
WINONA MUNI-MAX CONRAD FLD,7
WINSLOW-LINDBERGH RGNL,17
WINSTEAD '76',1
WINSTED MUNI,4
WINSTON FIELD,7
WINTER HAVEN'S GILBERT,34
WINTERS MUNI,1
WINTERSET MUNI,4
WISCASSET,9
WISCASSET MUNI,2
WISHEK MUNI,1
WISSOTA,2
WITHAM FIELD,42
"WITHERSPOONS LANDING STRIP, INC.",2
WITTMAN RGNL,170
WM 'TINY' ZEHNDER FIELD,1
WOKAL FIELD/GLASGOW INTL,12
WOLF LAKE,1
WOLF POINT,1
WOLF POINT INTL,1
WOLF RIVER,1
WOLF TRACK,1
WOLFE AIR PARK,3
WOLTERMANN MEMORIAL,5
WOOD COUNTY,16
WOODBINE MUNI,7
WOODBRIDGE,1
WOODBRIDGE MUNI,4
WOODFORD AIRPARK,1
WOODLAKE,12
WOODLAKE LANDING,14
WOODLAND MUNI,1
WOODLAND STATE,3
WOODLAWN BEACH STATE PARK,4
WOODS,1
WOODS AND LAKES AIRPARK,1
WOODSTOCK,5
WOODWARD FIELD,5
WOODWORTH,1
WOOLSEY MEMORIAL,2
WORCESTER RGNL,38
WORLAND MUNI,7
WORTHINGTON MUNI,12
WRANGELL,7
WRAY MUNI,4
WRIGHT AAF (FORT STEWART)/MIDCOAST RGNL,1
WRIGHT FIELD,2
WRIGHT FLD,2
WRIGHT-PATTERSON AFB,6
WURTSBORO-SULLIVAN COUNTY,4
WYCHWOOD FIELD,1
WYNKOOP,2
WYNNE MUNI,2
Y O RANCH,1
YACHT HAVEN,2
YAKIMA AIR TERMINAL/MCALLISTER FIELD,48
YAKIMA INTL,2
YAKIMA MUNI,10
YAKUTAT,16
YAKUTAT MUNI,1
YAMPA VALLEY,17
YANDELL RANCH,1
YAP MUNI,1
YATES CENTER,1
YATES FIELD,1
YAV'PE MA'TA,1
YEAGER,118
YELLOWSTONE,3
YELLOWSTONE RGNL,11
YERINGTON MUNI,6
YOAKUM COUNTY,2
YOAKUM MUNI,2
YOLO COUNTY,11
YOLO COUNTY-DAVIS/WOODLAND/WINTERS,10
YORBA LINDA MUNI,1
YORK,21
YORK MUNI,5
YOUNG'S,1
YOUNGSTOWN ELSER METRO,6
YOUNGSTOWN-WARREN RGNL,60
YUBA,1
YUBA COUNTY,20
YUCCA VALLEY,9
YUKNIS,1
YUMA MCAS/YUMA INTL,50
YUMA MUNI,5
ZAHNS AIRPORT,4
ZAMPERINI FIELD,116
ZANESVILLE MUNI,14
ZANEVILLE MUNI,1
ZAPATA COUNTY,8
ZAVERTON,1
ZELIENOPLE MUNI,12
ZEPHRYHILLS MUNI,1
ZEPHYRHILLS MUNI,53
ZEPHYRILLS MUNI,1
ZIMMERLE,1
ZITONE,1
ZORTMAN,1
ZUEHL,2
