tracon_month,pos_nonword_ct,pos_nonword_unique_ct,all_abrevs_no_overcount_ct,all_abrevs_no_overcount_unique_ct,casa_ct,casa_unique_ct,faa_ct,faa_unique_ct,iata_ct,iata_unique_ct,nasa_ct,nasa_unique_ct,hand_ct,hand_unique_ct
N90 2011/12,68,27,120,46,47,9,30,11,50,18,3,2,12,6
N90 2011/2,98,37,179,55,82,20,64,21,60,21,4,3,25,8
N90 2011/3,88,22,167,35,69,10,49,10,71,14,4,2,14,5
N90 2011/4,103,26,193,53,81,13,65,13,76,15,8,4,22,8
N90 2011/5,212,35,454,76,183,16,163,18,171,20,29,6,36,11
N90 2011/6,70,26,135,47,73,15,39,12,52,18,5,4,8,4
N90 2011/7,32,14,68,24,28,6,11,5,23,10,1,1,7,3
N90 2011/8,81,22,111,33,38,9,45,11,56,14,0,0,21,6
N90 2011/9,113,33,197,52,91,16,69,19,69,18,8,3,26,11
N90 2012/1,86,26,193,45,81,12,57,17,49,12,11,4,26,9
N90 2012/10,88,25,199,49,75,15,48,15,62,12,6,4,8,5
N90 2012/11,10,3,13,6,4,1,5,2,10,3,0,0,0,0
N90 2012/12,116,33,229,53,107,17,85,16,90,22,7,5,12,7
N90 2012/2,20,5,49,11,39,6,14,3,22,6,2,1,0,0
N90 2012/3,34,14,82,25,41,5,23,9,16,6,3,1,19,9
N90 2012/4,57,23,118,46,55,14,37,13,38,11,7,3,16,9
N90 2012/5,95,31,172,50,65,14,58,18,72,20,6,3,14,7
N90 2012/6,70,10,150,19,76,6,58,9,58,6,0,0,10,3
N90 2012/7,67,22,157,44,56,7,33,9,60,17,5,2,6,4
N90 2012/8,100,32,182,54,78,15,56,16,65,18,3,2,13,7
N90 2012/9,108,30,208,50,71,13,72,18,55,15,15,2,43,8
N90 2013/1,83,31,129,46,50,10,50,18,64,21,7,4,10,5
N90 2013/10,120,32,183,63,83,14,67,16,82,19,15,4,21,9
N90 2013/11,45,20,91,33,38,10,30,11,16,10,3,3,10,5
N90 2013/12,35,12,67,27,20,7,20,7,32,11,10,2,8,2
N90 2013/2,111,23,195,44,75,9,61,12,92,15,3,2,17,6
N90 2013/3,70,25,136,41,45,14,42,15,52,19,10,5,15,4
N90 2013/4,100,24,159,39,77,15,72,16,76,16,6,3,14,5
N90 2013/5,119,38,221,68,102,22,78,23,63,21,22,6,36,8
N90 2013/6,43,17,74,30,28,10,27,11,25,10,6,3,14,6
N90 2013/7,56,22,98,36,49,14,29,10,42,15,4,2,9,4
N90 2013/8,9,4,19,9,4,1,6,2,1,1,5,1,8,3
N90 2013/9,78,25,121,43,38,12,37,13,53,16,10,4,20,7
N90 2014/1,20,12,59,21,37,7,11,6,15,8,3,2,4,3
N90 2014/10,26,17,29,19,10,7,11,9,8,5,5,2,12,7
N90 2014/11,43,16,61,26,20,9,27,8,24,9,9,4,13,5
N90 2014/12,19,11,37,24,17,10,8,6,15,9,7,4,1,1
N90 2014/3,32,17,51,24,24,9,23,10,16,9,3,2,12,4
N90 2014/4,80,16,137,27,67,11,63,10,32,7,0,0,10,5
N90 2014/5,97,23,145,41,50,12,56,14,54,14,2,2,29,6
N90 2014/6,81,33,126,51,47,9,44,13,43,17,14,3,36,14
N90 2014/7,55,25,85,39,25,13,32,16,33,14,2,1,14,5
N90 2014/8,37,18,51,27,19,9,23,10,20,11,8,2,13,5
N90 2014/9,145,39,205,66,58,16,54,18,91,23,22,5,41,12
N90 2015/1,22,10,25,13,17,7,8,4,17,8,6,2,3,2
N90 2015/10,34,15,53,28,19,5,20,9,22,8,2,1,7,4
N90 2015/11,174,26,275,49,112,8,105,13,125,16,17,2,43,7
N90 2015/12,71,20,102,35,49,14,57,14,33,14,2,1,8,2
N90 2015/2,19,12,35,23,11,5,11,5,11,5,5,4,9,7
N90 2015/3,3,2,6,4,2,1,2,1,1,1,0,0,0,0
N90 2015/4,23,13,36,23,12,8,10,6,12,8,6,4,9,5
N90 2015/5,61,18,89,32,30,9,21,10,51,12,2,2,6,4
N90 2015/6,66,22,95,39,28,11,45,13,27,10,13,4,35,9
N90 2015/7,85,30,153,56,65,17,60,18,52,17,7,2,21,6
N90 2015/8,93,30,132,49,73,17,69,14,50,14,14,5,24,10
N90 2015/9,71,25,136,49,54,11,49,13,49,14,1,1,14,7
N90 2016/1,15,11,24,19,7,5,5,4,11,7,0,0,2,2
N90 2016/10,4,2,8,6,1,1,0,0,5,3,1,1,0,0
N90 2016/11,31,11,61,19,40,9,19,5,25,8,4,2,6,3
N90 2016/12,15,11,32,20,14,6,5,5,9,6,1,1,3,2
N90 2016/2,49,26,75,43,29,11,35,16,28,13,2,2,14,8
N90 2016/3,50,15,68,21,29,9,36,11,28,8,8,2,18,5
N90 2016/4,78,31,117,54,33,9,30,10,37,14,12,4,33,15
N90 2016/5,85,33,165,65,43,15,44,16,49,18,8,4,32,13
N90 2016/6,17,9,28,12,17,4,10,4,9,3,3,2,6,4
N90 2016/7,8,6,11,9,4,3,5,4,4,3,1,1,4,3
N90 2016/8,94,12,110,15,28,5,38,5,56,6,14,2,28,4
N90 2016/9,38,17,64,38,16,6,15,7,25,8,1,1,8,6
N90 2017/1,38,14,62,27,21,7,20,9,18,5,0,0,8,4
N90 2017/10,8,3,12,6,6,2,4,1,6,2,0,0,2,1
N90 2017/11,32,14,48,22,18,5,27,11,10,3,4,2,9,6
N90 2017/12,64,20,89,29,43,10,35,10,41,12,7,3,18,6
N90 2017/2,3,2,6,5,4,3,2,1,4,3,0,0,0,0
N90 2017/3,41,14,63,27,29,9,31,10,27,8,5,3,12,6
N90 2017/4,73,25,143,51,40,15,27,13,59,19,6,3,5,3
N90 2017/5,79,25,125,48,58,14,55,14,50,15,8,4,16,7
N90 2017/6,18,7,22,10,8,4,9,4,9,4,5,2,9,3
N90 2017/7,48,13,74,26,14,3,15,4,20,6,5,1,27,6
N90 2017/8,63,22,112,41,29,6,25,7,26,10,2,1,31,10
N90 2017/9,65,17,89,23,38,7,43,11,27,7,8,3,27,6
N90 2018/1,30,11,56,23,17,7,18,6,13,5,8,3,14,4
N90 2018/10,27,18,51,32,10,6,17,10,11,8,3,3,11,8
N90 2018/11,52,20,139,38,50,7,25,8,37,12,0,0,7,5
N90 2018/12,26,9,66,25,9,5,19,5,6,4,0,0,3,2
N90 2018/2,20,10,29,16,13,5,13,7,9,5,1,1,5,3
N90 2018/3,40,18,59,31,20,10,26,10,19,11,7,4,14,5
N90 2018/4,49,12,70,21,38,6,35,5,19,6,3,2,8,4
N90 2018/5,22,10,33,17,15,6,13,6,12,7,4,2,7,3
N90 2018/6,11,6,14,9,3,2,6,3,6,3,3,1,4,2
N90 2018/7,57,23,97,46,19,11,27,11,27,14,6,1,25,5
N90 2018/8,25,11,31,16,9,4,13,5,9,4,3,1,13,5
N90 2018/9,39,23,88,48,14,9,17,12,23,11,2,1,9,5
N90 2019/1,8,4,14,7,4,2,6,3,6,3,0,0,0,0
N90 2019/2,6,6,18,13,3,3,3,3,5,5,0,0,0,0
N90 2019/3,19,13,23,17,6,4,9,7,11,6,1,1,6,5
N90 2019/4,7,6,11,9,4,3,4,3,5,4,1,1,1,1
N90 2019/5,43,20,59,32,21,9,21,8,22,11,1,1,13,5
N90 2019/6,39,21,57,33,27,11,24,12,24,13,9,6,13,8
N90 2019/7,43,22,73,39,31,10,31,13,24,13,0,0,11,7
N909 1989/5,68,32,83,45,14,9,14,8,39,16,21,12,26,15
NAK 1997/11,47,31,59,39,20,13,9,6,13,9,20,16,28,17
NAN 1994/12,28,17,52,27,17,9,6,4,12,6,20,10,19,10
NAR 1990/9,76,19,120,30,58,12,16,5,54,12,42,9,18,7
NAS 1988/4,65,33,82,42,38,17,14,7,27,14,36,19,25,15
NAS 1988/5,29,15,30,16,9,6,12,5,9,7,12,6,17,6
NAS 1989/7,8,6,11,9,7,5,5,3,2,2,0,0,1,1
NAS 1990/12,13,7,29,14,18,6,4,2,8,4,19,8,6,4
NAS 1990/4,24,13,24,13,6,4,8,5,6,4,15,7,16,7
NAS 1990/8,43,18,47,21,20,7,8,2,13,7,20,10,22,9
NAS 1991/7,21,12,29,17,15,8,6,4,4,4,17,8,9,5
NAS 1992/4,32,14,36,16,12,4,1,1,6,3,21,8,18,8
NAS 1992/7,22,10,41,20,17,10,3,3,8,6,9,6,13,4
NAS 1993/1,15,9,27,16,15,7,7,3,4,3,2,1,7,5
NAS 1993/8,9,6,11,8,5,4,3,2,7,4,1,1,2,2
NAS 1994/4,22,14,34,22,16,9,4,2,10,6,12,7,12,8
NAS 1995/1,76,20,90,26,46,10,10,2,36,10,30,13,22,9
NAS 1995/3,72,29,107,42,56,16,22,5,22,13,27,13,32,13
NAS 1995/5,126,31,174,43,76,14,62,11,38,8,30,12,60,19
NAS 1996/4,7,3,16,7,5,4,2,1,4,3,3,2,5,2
NAS 1998/2,58,31,74,40,21,10,5,4,19,11,27,17,32,17
NAS 1998/4,38,21,51,26,22,8,12,5,10,5,10,9,22,12
NBC 1991/5,30,18,39,22,13,10,5,5,13,7,18,11,15,9
NBC 1991/9,43,21,63,30,32,14,6,4,25,7,29,10,11,9
NBC 1995/11,8,4,16,6,8,2,0,0,0,0,4,2,6,3
NBC 1996/5,82,20,116,25,46,8,14,3,36,8,54,12,52,11
NBC 1997/10,7,4,14,5,9,2,2,1,2,1,5,3,5,3
NBC 1997/7,7,3,7,3,4,1,0,0,2,1,1,1,1,1
NBC 1998/12,60,39,107,61,35,17,20,14,18,11,23,17,29,21
NBC 1998/6,26,15,29,18,11,5,9,3,9,4,4,4,8,8
NBC 2004/8,96,30,125,45,31,15,20,6,48,9,57,20,41,16
NBC 2012/11,3,3,6,6,3,3,3,3,1,1,0,0,0,0
NBE 1992/3,69,24,78,31,34,13,17,7,40,9,20,12,16,11
NBQ 1997/3,18,9,22,12,14,7,3,2,12,6,7,4,5,4
NBU 1991/5,12,9,18,13,6,4,3,1,5,3,7,6,6,5
NCT 2001/4,43,25,58,33,31,15,18,11,26,10,12,7,17,12
NCT 2001/5,28,15,40,24,17,8,5,4,9,6,13,7,13,8
NCT 2001/8,26,13,34,20,13,7,1,1,9,6,10,7,12,7
NCT 2002/10,73,39,110,60,37,14,17,8,29,16,33,13,34,18
NCT 2002/11,149,59,196,88,86,28,53,19,76,25,74,27,59,28
NCT 2002/12,297,71,433,105,193,32,65,14,103,25,133,31,136,35
NCT 2003/1,291,72,379,105,155,34,61,16,105,30,131,33,138,35
NCT 2003/10,344,83,444,126,163,34,105,22,125,37,160,38,168,38
NCT 2003/11,243,82,392,124,180,38,55,20,121,37,131,39,117,35
NCT 2003/12,201,67,289,99,142,34,81,19,82,30,77,30,76,29
NCT 2003/2,800,87,1034,128,499,45,191,22,189,30,327,37,385,43
NCT 2003/3,154,69,207,93,90,29,48,21,51,29,59,29,74,34
NCT 2003/4,442,100,657,148,266,42,119,23,146,35,231,49,232,50
NCT 2003/5,218,78,305,114,114,36,54,18,75,27,122,40,124,40
NCT 2003/6,508,98,750,164,283,45,144,25,214,42,197,45,233,45
NCT 2003/7,602,73,948,120,392,31,124,19,202,32,272,34,314,33
NCT 2003/8,269,76,433,120,187,33,63,17,141,36,97,35,115,34
NCT 2003/9,287,84,419,131,149,34,64,21,112,36,133,38,139,37
NCT 2004/1,360,72,606,120,254,32,118,20,184,34,166,31,184,32
NCT 2004/10,84,39,110,53,43,16,11,7,32,16,54,19,42,18
NCT 2004/11,70,31,98,46,38,17,20,8,20,11,29,14,33,16
NCT 2004/12,301,65,412,95,158,33,79,16,93,28,151,30,172,32
NCT 2004/2,23,13,37,18,13,6,4,3,12,5,15,7,11,6
NCT 2004/3,391,90,607,146,214,44,84,22,145,36,201,42,223,43
NCT 2004/4,45,24,68,38,25,15,6,4,27,14,23,10,16,9
NCT 2004/5,206,62,334,102,134,30,27,9,103,27,114,32,83,27
NCT 2004/6,175,56,259,91,95,27,40,11,58,20,62,28,77,26
NCT 2004/7,279,78,385,117,160,30,80,20,90,29,101,35,147,45
NCT 2004/8,102,42,135,63,49,22,25,7,47,19,51,21,49,20
NCT 2004/9,148,45,197,64,52,21,44,13,52,16,85,26,83,25
NCT 2005/1,133,44,192,63,91,23,52,13,70,17,78,26,43,19
NCT 2005/10,194,44,268,59,98,18,52,9,64,18,90,21,102,21
NCT 2005/11,145,45,200,67,96,22,57,16,57,22,57,19,65,20
NCT 2005/12,98,48,121,61,46,23,19,13,37,22,50,23,46,21
NCT 2005/2,66,35,109,52,57,15,14,5,26,16,29,19,24,14
NCT 2005/3,63,31,81,42,29,12,21,8,29,13,24,14,30,17
NCT 2005/4,61,21,118,42,45,10,12,4,17,6,41,13,33,13
NCT 2005/5,18,13,23,16,8,4,5,4,3,3,9,7,10,8
NCT 2005/6,72,24,115,39,65,12,24,5,63,16,61,19,21,11
NCT 2005/8,12,8,23,12,10,4,1,1,2,2,6,4,6,4
NCT 2005/9,7,3,27,16,15,8,3,1,7,3,7,4,4,2
NCT 2006/1,64,27,92,36,41,14,24,13,19,10,20,11,36,12
NCT 2006/10,167,53,209,74,72,20,40,13,66,23,81,28,84,29
NCT 2006/11,98,45,129,60,46,20,30,13,43,20,56,22,52,22
NCT 2006/12,104,39,143,52,61,16,24,6,53,17,50,19,46,19
NCT 2006/2,128,45,185,60,74,20,45,15,51,18,69,21,71,23
NCT 2006/3,138,61,211,82,121,34,52,19,57,28,59,25,54,25
NCT 2006/4,278,70,386,109,128,25,68,13,96,29,145,37,149,35
NCT 2006/5,85,36,119,53,54,22,28,8,38,14,52,18,35,15
NCT 2006/6,205,63,270,87,109,29,45,18,77,27,118,32,99,30
NCT 2006/7,315,63,452,96,190,27,94,13,133,26,131,31,132,29
NCT 2006/8,167,55,218,76,79,20,39,10,63,18,100,30,85,29
NCT 2006/9,76,29,123,45,56,20,12,5,28,13,32,15,39,11
NCT 2007/1,174,57,286,91,135,33,50,16,82,28,97,29,83,26
NCT 2007/10,21,15,27,21,6,5,2,2,6,5,8,5,12,8
NCT 2007/11,58,27,83,42,24,14,14,8,33,11,27,16,23,15
NCT 2007/12,50,25,59,30,18,10,10,6,8,7,23,11,33,13
NCT 2007/2,109,53,165,72,85,23,42,15,55,16,50,25,51,29
NCT 2007/3,136,31,192,42,72,15,52,8,50,13,62,16,66,16
NCT 2007/4,82,30,130,44,71,19,33,10,39,14,39,15,28,13
NCT 2007/5,120,40,185,67,80,17,44,7,58,21,62,22,40,20
NCT 2007/6,90,32,122,46,51,18,18,8,50,18,52,16,31,11
NCT 2007/7,124,54,178,76,86,27,45,16,37,20,46,25,50,26
NCT 2007/9,116,51,161,78,55,21,37,16,38,20,50,23,50,22
NCT 2008/1,30,9,44,12,26,6,12,4,6,1,12,3,16,5
NCT 2008/10,90,37,137,57,57,19,21,10,19,13,48,18,51,20
NCT 2008/11,91,37,144,58,62,16,28,10,33,14,47,22,43,20
NCT 2008/2,287,71,379,97,131,30,107,20,116,28,140,37,140,34
NCT 2008/3,125,45,186,72,79,21,31,10,43,15,54,26,51,23
NCT 2008/4,128,51,176,72,56,20,30,10,58,20,54,21,58,26
NCT 2008/5,53,21,62,29,27,11,24,6,18,6,18,11,24,12
NCT 2008/6,68,36,91,47,36,17,24,10,23,14,39,22,33,17
NCT 2008/7,47,23,67,36,27,15,14,6,19,10,23,13,21,11
NCT 2008/8,77,42,119,58,51,20,24,12,40,21,56,25,40,21
NCT 2008/9,84,26,151,42,51,15,22,9,34,12,49,12,48,14
NCT 2009/1,29,15,52,23,26,9,16,9,17,7,4,2,7,5
NCT 2009/10,21,12,38,18,21,8,14,8,16,8,0,0,2,2
NCT 2009/11,6,4,12,7,2,1,0,0,4,3,0,0,0,0
NCT 2009/12,76,28,106,40,43,19,52,20,45,17,5,3,25,6
NCT 2009/4,45,19,76,27,45,14,30,10,29,11,1,1,1,1
NCT 2009/5,19,8,33,17,11,5,13,5,15,6,1,1,4,2
NCT 2009/6,89,22,164,35,82,12,42,8,64,15,10,2,14,2
NCT 2009/7,15,8,31,17,14,7,12,5,11,5,1,1,3,2
NCT 2009/8,46,16,85,28,24,9,24,8,22,8,2,1,12,4
NCT 2009/9,8,6,21,9,12,3,6,4,6,4,2,2,2,2
NCT 2010/1,42,20,72,36,30,14,22,9,26,12,3,2,8,6
NCT 2010/10,44,13,61,21,28,5,30,8,23,7,5,2,14,3
NCT 2010/11,39,17,52,27,19,7,21,8,29,10,2,2,4,3
NCT 2010/12,65,20,108,29,75,17,33,11,33,9,2,1,8,4
NCT 2010/2,44,20,63,29,30,11,24,10,22,7,4,3,14,7
NCT 2010/3,28,15,49,26,7,4,10,6,24,13,0,0,5,3
NCT 2010/4,30,12,48,20,9,3,13,4,20,7,2,2,10,5
NCT 2010/5,25,14,51,24,14,2,6,6,20,9,1,1,4,4
NCT 2010/6,9,5,14,8,4,3,1,1,10,5,2,1,1,1
NCT 2010/7,32,13,66,31,23,8,17,8,27,8,3,2,5,5
NCT 2010/8,18,8,39,18,13,3,10,3,12,6,5,2,4,1
NCT 2010/9,25,10,39,14,13,4,9,6,15,5,7,1,8,3
NCT 2011/1,30,16,61,32,20,9,13,10,25,11,0,0,1,1
NCT 2011/10,53,15,72,19,17,6,8,5,45,11,1,1,2,1
NCT 2011/11,67,23,114,43,27,7,20,8,47,16,9,2,17,6
NCT 2011/12,6,4,12,6,7,2,4,2,4,2,0,0,2,2
NCT 2011/2,9,6,22,11,11,4,9,2,8,5,3,1,0,0
NCT 2011/3,35,11,69,19,43,8,19,6,44,9,13,1,1,1
NCT 2011/4,37,13,45,20,26,7,18,4,32,11,6,1,7,4
NCT 2011/5,33,8,52,15,18,5,20,5,13,3,5,1,17,3
NCT 2011/6,19,9,45,19,12,4,11,5,14,4,1,1,4,4
NCT 2011/7,22,11,36,19,7,3,9,5,11,6,3,2,13,6
NCT 2011/8,28,15,45,24,16,7,17,7,24,13,3,3,4,2
NCT 2011/9,60,13,118,27,42,7,42,8,26,6,10,2,14,4
NCT 2012/1,42,16,64,26,31,9,27,6,25,7,6,3,12,6
NCT 2012/10,104,27,179,56,60,20,48,17,82,20,2,2,11,4
NCT 2012/11,29,17,53,25,22,9,23,12,10,8,3,2,8,5
NCT 2012/12,18,10,31,16,15,4,13,5,17,8,2,1,2,2
NCT 2012/2,13,6,15,8,5,1,6,2,11,4,4,2,2,2
NCT 2012/4,45,17,75,27,34,9,32,12,32,10,0,0,11,6
NCT 2012/5,17,8,17,8,8,4,10,4,10,6,1,1,7,2
NCT 2012/6,74,18,144,33,70,8,44,10,64,13,14,4,12,6
NCT 2012/7,24,9,30,12,4,3,11,4,23,8,0,0,1,1
NCT 2012/8,7,3,13,6,4,1,3,1,1,1,3,1,6,2
NCT 2013/1,28,7,40,12,8,3,11,3,6,3,7,1,22,4
NCT 2013/10,28,19,60,32,17,9,22,14,11,9,1,1,10,5
NCT 2013/11,15,8,32,12,8,4,5,4,4,2,2,1,9,4
NCT 2013/2,17,5,25,10,4,3,1,1,16,4,2,1,1,1
NCT 2013/4,123,24,167,45,38,11,58,14,85,18,21,6,32,6
NCT 2013/5,21,8,30,14,9,4,11,3,16,5,1,1,5,3
NCT 2013/6,36,18,69,27,23,6,16,9,23,10,7,2,10,6
NCT 2013/7,37,20,65,33,30,11,24,14,28,13,2,2,6,4
NCT 2013/8,24,8,30,13,1,1,4,3,13,4,8,2,11,4
NCT 2013/9,66,23,111,38,53,13,38,12,37,13,11,3,17,7
NCT 2014/1,10,5,22,7,7,4,6,3,8,4,3,1,0,0
NCT 2014/10,34,19,56,31,27,9,24,11,16,10,2,2,10,6
NCT 2014/11,68,27,124,50,43,20,41,20,34,15,5,4,18,7
NCT 2014/12,74,26,120,50,46,18,45,16,46,12,6,4,15,10
NCT 2014/2,26,10,39,18,23,8,26,10,4,3,0,0,6,4
NCT 2014/4,58,13,98,27,30,10,29,9,48,8,0,0,7,3
NCT 2014/5,52,23,82,34,30,11,30,13,28,14,6,2,17,7
NCT 2014/6,56,20,83,34,28,10,32,10,39,14,4,2,15,4
NCT 2014/7,67,26,91,41,21,13,28,14,43,14,2,2,9,4
NCT 2014/8,22,15,43,25,10,4,7,5,10,7,1,1,8,5
NCT 2014/9,41,17,74,37,13,8,14,8,38,15,0,0,1,1
NCT 2015/1,124,31,195,59,66,16,90,16,80,16,4,1,31,11
NCT 2015/10,46,19,109,46,33,10,37,12,29,10,5,2,18,10
NCT 2015/11,83,25,155,45,35,9,51,13,37,12,12,3,40,10
NCT 2015/12,73,30,133,56,44,13,53,17,39,15,1,1,21,9
NCT 2015/2,134,31,210,54,41,17,67,14,74,16,9,5,20,8
NCT 2015/3,139,26,240,51,67,13,71,16,87,15,2,1,28,5
NCT 2015/4,82,25,137,52,34,12,45,12,53,14,3,3,28,10
NCT 2015/5,84,26,175,65,39,12,40,12,53,17,1,1,17,7
NCT 2015/6,53,16,105,30,53,9,38,7,42,11,2,2,11,5
NCT 2015/7,131,34,226,79,84,18,101,20,88,18,6,5,21,9
NCT 2015/8,105,31,174,63,72,18,72,18,72,15,12,5,24,11
NCT 2015/9,148,32,269,63,89,14,93,19,97,17,11,4,36,12
NCT 2016/1,51,20,103,39,40,15,33,12,21,9,1,1,18,5
NCT 2016/10,39,17,75,29,14,8,14,10,31,10,4,2,3,3
NCT 2016/11,33,13,73,29,27,8,24,7,14,5,2,2,15,5
NCT 2016/12,32,16,74,36,25,8,17,7,24,9,0,0,6,6
NCT 2016/2,74,25,111,47,29,10,40,13,29,9,6,4,40,13
NCT 2016/3,34,15,60,28,15,7,26,11,13,6,0,0,16,6
NCT 2016/4,90,22,126,41,23,13,38,16,68,13,1,1,15,5
NCT 2016/5,66,24,105,40,47,12,47,15,31,8,7,5,20,9
NCT 2016/6,63,17,81,25,21,8,32,8,37,11,7,1,21,4
NCT 2016/7,60,18,98,38,23,8,24,8,45,11,5,2,13,7
NCT 2016/8,64,16,104,25,34,8,30,7,42,10,6,1,20,5
NCT 2016/9,61,25,84,43,28,12,33,15,41,14,2,2,12,7
NCT 2017/1,68,28,123,50,37,16,41,18,39,15,2,2,14,8
NCT 2017/10,28,11,47,22,10,3,15,6,17,7,0,0,7,3
NCT 2017/11,18,12,34,22,6,4,7,5,7,5,1,1,10,6
NCT 2017/12,44,20,98,40,20,8,10,5,31,14,6,3,14,6
NCT 2017/2,47,20,66,32,27,11,28,11,30,11,8,3,16,8
NCT 2017/3,22,8,30,12,2,2,9,4,20,6,0,0,0,0
NCT 2017/4,60,21,103,46,23,10,38,13,33,10,0,0,8,4
NCT 2017/5,59,28,112,52,33,13,33,14,34,14,3,3,17,10
NCT 2017/6,58,18,128,27,58,10,32,11,32,10,10,3,14,4
NCT 2017/7,151,31,223,62,55,14,87,16,73,18,18,3,54,8
NCT 2017/8,60,22,77,33,13,7,37,12,42,12,0,0,8,6
NCT 2017/9,43,19,81,31,34,11,28,12,17,7,0,0,17,8
NCT 2018/1,77,27,119,45,50,14,56,15,30,14,2,1,22,8
NCT 2018/10,133,38,200,72,79,26,92,25,79,20,7,7,23,10
NCT 2018/11,87,28,171,64,38,16,50,14,49,16,1,1,33,8
NCT 2018/12,65,23,95,37,42,13,45,15,45,14,3,3,8,5
NCT 2018/2,23,10,37,18,10,5,3,2,15,7,0,0,8,3
NCT 2018/3,43,16,110,44,60,12,31,9,30,11,3,2,10,3
NCT 2018/4,68,20,129,34,36,10,47,12,38,12,2,1,19,5
NCT 2018/5,33,13,56,27,19,7,21,7,25,11,2,1,4,1
NCT 2018/6,42,25,55,36,20,10,26,13,25,13,1,1,7,6
NCT 2018/7,8,5,9,6,3,1,4,2,6,3,2,1,2,2
NCT 2018/8,32,20,56,31,20,10,22,13,21,12,0,0,6,4
NCT 2018/9,38,14,68,28,32,10,27,11,23,9,3,2,3,3
NCT 2019/1,81,23,187,43,73,9,42,13,55,14,3,2,19,6
NCT 2019/2,75,34,122,61,57,25,51,20,39,15,4,3,18,9
NCT 2019/3,15,8,41,17,17,7,8,6,12,6,1,1,4,2
NCT 2019/4,16,7,18,9,8,3,11,5,9,4,0,0,1,1
NCT 2019/5,5,5,14,10,4,4,4,4,3,3,0,0,1,1
NCT 2019/6,15,8,36,18,15,7,10,5,13,6,2,2,3,2
NCT 2019/7,24,12,56,27,29,10,22,10,15,9,0,0,6,2
NCT 2019/8,19,9,26,11,15,4,14,6,13,5,2,1,6,4
NDZ 1988/4,9,7,9,7,3,2,4,3,5,4,1,1,2,2
NEW 1997/1,24,16,33,22,11,8,5,4,12,6,7,7,13,9
NFFN 1999/5,44,21,61,28,23,8,17,7,20,8,32,13,23,13
NFL 1990/7,16,10,28,18,12,8,5,3,7,5,5,3,11,7
NGF 1988/9,55,29,81,42,31,15,18,10,33,11,30,14,28,15
NGU 1989/12,29,16,39,23,15,10,14,6,12,8,13,6,12,5
NGU 1990/1,15,11,31,19,10,4,4,3,7,5,4,3,6,5
NGU 1992/12,51,20,62,27,18,10,20,9,13,7,22,6,32,11
NHK 1988/1,43,19,54,25,20,10,17,6,32,11,23,13,12,8
NHK 1988/5,37,17,42,21,16,8,13,5,14,8,7,5,18,8
NHK 1988/7,19,11,27,16,6,5,2,2,11,6,3,2,8,4
NHK 1989/11,19,12,20,13,6,5,4,4,3,3,11,6,12,6
NHK 1989/3,14,12,18,15,10,7,4,3,6,4,7,5,5,5
NHK 1990/1,15,11,31,19,10,4,4,3,7,5,4,3,6,5
NHK 1990/12,67,24,92,36,35,12,18,8,18,9,18,9,28,13
NHK 1990/4,66,38,106,61,34,19,20,13,18,14,35,20,34,20
NHK 1991/6,21,7,24,9,9,4,4,2,12,4,8,2,5,2
NHK 1992/5,14,9,14,9,5,2,8,4,3,2,4,3,8,6
NHK 1993/4,56,26,74,35,27,11,14,8,8,5,17,9,36,16
NHK 1995/11,120,24,154,34,72,13,54,10,38,8,42,8,60,13
NHK 1995/4,28,17,40,26,12,8,6,3,20,11,5,5,7,4
NHK 1995/5,114,35,152,42,74,16,32,10,40,12,32,12,48,17
NHK 1995/6,45,23,88,40,31,16,23,10,24,9,12,8,17,8
NHK 1995/7,43,19,63,28,29,11,14,5,21,10,17,9,12,6
NHK 1995/9,19,12,26,16,12,7,5,3,10,7,6,3,11,6
NHK 1996/11,42,13,58,19,24,7,12,4,20,7,6,3,12,5
NHK 1996/5,11,10,19,15,4,3,0,0,3,3,3,3,5,5
NHK 1996/8,20,15,26,21,10,9,8,5,4,4,6,6,10,6
NHK 1998/4,62,20,87,30,34,11,9,3,20,6,25,12,30,12
NHK 2001/10,34,20,54,30,31,13,5,4,27,12,23,12,8,7
NHK 2003/10,37,27,60,41,24,15,15,11,19,13,16,13,18,14
NHK 2003/11,39,21,57,32,22,10,14,5,21,9,10,9,9,7
NHK 2003/3,54,25,85,42,31,15,22,9,23,11,15,9,27,10
NHK 2003/4,60,29,78,39,28,12,20,9,30,11,25,12,28,17
NHK 2003/7,202,43,316,65,130,19,80,10,72,14,64,23,70,20
NHK 2003/8,109,44,166,67,67,20,38,12,32,19,33,17,41,16
NHK 2003/9,54,26,95,44,50,20,19,7,20,13,31,20,17,9
NHK 2004/1,162,25,258,41,90,15,44,6,94,11,76,11,28,10
NHK 2004/10,43,23,51,28,22,7,11,6,12,7,15,10,17,10
NHK 2004/3,33,18,50,29,21,10,18,8,7,6,10,8,15,10
NHK 2004/5,21,13,38,24,17,8,8,4,13,6,7,4,8,6
NHK 2004/7,43,19,70,32,24,9,18,7,10,5,25,12,20,10
NHK 2008/12,7,3,16,7,5,1,6,2,5,1,0,0,2,2
NHK 2011/11,5,4,10,8,4,3,2,2,5,4,2,1,0,0
NHK 2012/7,4,4,5,5,1,1,3,3,2,2,0,0,1,1
NHK 2014/1,4,3,11,5,8,3,2,2,3,2,0,0,0,0
NHK 2016/5,3,3,15,9,1,1,2,2,1,1,0,0,2,2
