Acronym,acronym,Fullform5,link3
TJK,tjk,Tokat Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TJL,tjl,Plínio Alarcom Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TJM,tjm,Roshchino International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TJN,tjn,Takume Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TJQ,tjq,H.A.S. Hanandjoeddin Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TJS,tjs,Tanjung Harapan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TJU,tju,Kulob Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TJV,tjv,Thanjavur Air Force Station,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKA,tka,Talkeetna Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKB,tkb,Tekadu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKC,tkc,Tiko Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKD,tkd,Takoradi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKE,tke,Tenakee Seaplane Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKF,tkf,Truckee Tahoe Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKG,tkg,Radin Inten II Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKH,tkh,Takhli Royal Thai Air Force Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKI,tki,Tokeen Seaplane Base ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKJ,tkj,Tok Junction Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKK,tkk,Chuuk International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKL,tkl,Taku Lodge Seaplane Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKN,tkn,Tokunoshima Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKO,tko,Tlokoeng Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKP,tkp,Takapoto Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKQ,tkq,Kigoma Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKR,tkr,Thakurgaon Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKS,tks,Tokushima Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKT,tkt,Tak Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKU,tku,Turku Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKV,tkv,Tatakoto Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKW,tkw,Tekin Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKX,tkx,Takaroa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKY,tky,Turkey Creek Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TKZ,tkz,Tokoroa Aerodrome,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLA,tla,Teller Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLB,tlb,Tarbela Dam Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLC,tlc,Licenciado Adolfo López Mateos International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLD,tld,Tuli Lodge Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLE,tle,Toliara Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLF,tlf,Telida Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLG,tlg,Tulaghi Heliport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLH,tlh,Tallahassee International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLI,tli,Sultan Bantilan Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLJ,tlj,Tatalina LRRS Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLK,tlk,Talakan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLL,tll,Tallinn Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLM,tlm,Zenata – Messali El Hadj Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLN,tln,Toulon–Hyères Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLO,tlo,Tol Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLP,tlp,Tumolbil Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLQ,tlq,Turpan Jiaohe Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLR,tlr,Mefford Field Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLS,tls,Toulouse–Blagnac Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLT,tlt,Tuluksak Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLU,tlu,Golfo de Morrosquillo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLV,tlv,Ben Gurion Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLW,tlw,Talasea Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLX,tlx,Panguilemo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLY,tly,Plastun Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TLZ,tlz,Catalão Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMA,tma,Henry Tift Myers Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMB,tmb,Miami Executive Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMC,tmc,Tambolaka Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMD,tmd,Timbedra Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TME,tme,Gabriel Vargas Santos Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMF,tmf,Thimarafushi Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMG,tmg,Tommanggong Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMH,tmh,Tanah Merah Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMI,tmi,Tumlingtar Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMJ,tmj,Termez Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMK,tmk,Tam K? Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TML,tml,Tamale Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMM,tmm,Toamasina Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMN,tmn,Tamana Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMO,tmo,Tumeremo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMP,tmp,Tampere–Pirkkala Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMQ,tmq,Tambao Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMR,tmr,Aguenar – Hadj Bey Akhamok Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMS,tms,São Tomé International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMT,tmt,Porto Trombetas Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMU,tmu,Tambor Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMW,tmw,Tamworth Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMX,tmx,Timimoun Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMY,tmy,Tiom Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TMZ,tmz,Thames Aerodrome,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNA,tna,Jinan Yaoqiang International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNB,tnb,Tanah Grogot Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNC,tnc,Tin City LRRS Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TND,tnd,Alberto Delgado Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNE,tne,New Tanegashima Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNF,tnf,Toussus-le-Noble Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNG,tng,Tangier Ibn Battouta Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNH,tnh,Tonghua Sanyuanpu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNI,tni,Satna Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNJ,tnj,Raja Haji Fisabilillah Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNK,tnk,Tununak Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNL,tnl,Ternopil International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNM,tnm,Teniente R. Marsh Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNN,tnn,Tainan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNO,tno,Tamarindo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNP,tnp,Twentynine Palms Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNQ,tnq,Teraina Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNR,tnr,Ivato International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNS,tns,Tungsten ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNT,tnt,Dade-Collier Training and Transition Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNU,tnu,Newton Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNV,tnv,Tabuaeran Island Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNW,tnw,Jumandy Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNX,tnx,Steung Treng Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TNZ,tnz,Tosontsengel Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOA,toa,Zamperini Field,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOB,tob,Tobruk Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOC,toc,Toccoa Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOD,tod,Tioman Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOE,toe,Tozeur–Nefta International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOF,tof,Bogashevo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOG,tog,Togiak Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOH,toh,Torres Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOI,toi,Troy Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOJ,toj,Madrid–Torrejón Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOK,tok,Torokina Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOL,tol,Toledo Express Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOM,tom,Timbuktu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TON,ton,Tonu Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOO,too,San Vito de Java Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOP,top,Philip Billard Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOQ,toq,Barriles Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOR,tor,Torrington Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOS,tos,"Tromsø Airport, Langnes",https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOT,tot,Totness Airstrip,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOU,tou,Touho Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOV,tov,West End Seaplane Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOW,tow,Luiz dal Canalle Filho Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOX,tox,Tobolsk Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOY,toy,Toyama Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TOZ,toz,Mahana Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPA,tpa,Tampa International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPC,tpc,Tarapoa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPE,tpe,Taiwan Taoyuan International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPF,tpf,Peter O. Knight Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPG,tpg,Taiping Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPH,tph,Tonopah Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPI,tpi,Tapini Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPJ,tpj,Taplejung Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPK,tpk,Teuku Cut Ali Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPL,tpl,Draughon–Miller Central Texas Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPN,tpn,Tiputini Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPP,tpp,Cad. FAP Guillermo del Castillo Paredes Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPQ,tpq,Amado Nervo International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPR,tpr,Tom Price Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPS,tps,Vincenzo Florio Airport Trapani–Birgi,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPT,tpt,Tapeta Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPU,tpu,Tikapur Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TPX,tpx,Tupai Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TQD,tqd,Al-Taqaddum Air Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TQL,tql,Tarko-Sale Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TQN,tqn,Taloqan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TQP,tqp,Trepell Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TQQ,tqq,Maranggo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TQS,tqs,Captain Ernesto Esguerra Cubides Air Base,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRA,tra,Tarama Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRB,trb,Gonzalo Mejía Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRC,trc,Francisco Sarabia International Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRD,trd,"Trondheim Airport, Værnes",https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRE,tre,Tiree Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRF,trf,"Sandefjord Airport, Torp",https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRG,trg,Tauranga Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRH,trh,Trona Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRI,tri,Tri-Cities Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRJ,trj,Tarakbits Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRK,trk,Juwata International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRL,trl,Terrell Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRM,trm,Jacqueline Cochran Regional Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRN,trn,Turin Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRO,tro,Taree Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRQ,trq,José Galera dos Santos Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRR,trr,China Bay Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRS,trs,Trieste – Friuli Venezia Giulia Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRU,tru,FAP Captain Carlos Martínez de Pinillos International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRV,trv,Trivandrum International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRW,trw,Bonriki International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRX,trx,Trenton Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRY,try,Tororo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TRZ,trz,Tiruchirappalli International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSA,tsa,Taipei Songshan Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSB,tsb,Tsumeb Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSC,tsc,Taisha Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSD,tsd,Tshipise Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSE,tse,Astana International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSF,tsf,Treviso-Sant'Angelo Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSG,tsg,Tanacross Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSH,tsh,Tshikapa Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSI,tsi,Tsile Tsile Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSJ,tsj,Tsushima Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSK,tsk,Taskul Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSL,tsl,Tamuín National Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSM,tsm,Taos Regional Airport ,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSN,tsn,Tianjin Binhai International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSP,tsp,Tehachapi Municipal Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSQ,tsq,Torres Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSR,tsr,Timi?oara Traian Vuia International Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TST,tst,Trang Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSU,tsu,Tabiteuea South Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
TSV,tsv,Townsville Airport,https://en.wikipedia.org/wiki/List_of_airports_by_IATA_and_ICAO_code
